Positions,sofifa_id,short_name,Pace,Shooting,Passing,Dribbling,Defending,Physic
Forward,254244,Nabil Touaizi,75.0,61.0,57.0,66.0,30.0,59.0
Defender,254121,C. Cresswell,52.0,27.0,48.0,49.0,63.0,63.0
Forward,254019,N. Gioacchini,77.0,64.0,47.0,58.0,23.0,58.0
Midfielder,255174,L. Tramoni,67.0,55.0,62.0,65.0,39.0,52.0
Midfielder,258815,S. Damiani,64.0,48.0,61.0,61.0,57.0,57.0
Defender,259581,Sergio Barcia,67.0,32.0,47.0,53.0,63.0,64.0
Goalkeeper,259530,Alfonso Pastor,,,,,,
Defender,259524,Aitor Paredes,62.0,25.0,38.0,47.0,63.0,65.0
Midfielder,259403,J. Ideho,82.0,49.0,56.0,65.0,34.0,48.0
Goalkeeper,259314,Pere Joan,,,,,,
Midfielder,259117,A. Sotona,89.0,58.0,52.0,65.0,28.0,48.0
Midfielder,258171,H. Mejbri,69.0,51.0,61.0,64.0,52.0,58.0
Midfielder,258722,Capita,73.0,50.0,57.0,71.0,20.0,40.0
Defender,256770,K. Kurt,70.0,45.0,57.0,65.0,59.0,50.0
Defender,257946,A. Seidu,64.0,28.0,45.0,58.0,63.0,43.0
Goalkeeper,257914,J. Kersken,,,,,,
Goalkeeper,257350,J. Flere,,,,,,
Midfielder,256887,T. Booth,66.0,59.0,61.0,67.0,45.0,49.0
Goalkeeper,260326,B. Fall,,,,,,
Midfielder,260141,C. Cîrjan,63.0,54.0,65.0,66.0,44.0,39.0
Defender,264380,M. Sponsel,64.0,43.0,56.0,57.0,60.0,65.0
Defender,260574,L. Assignon,77.0,38.0,52.0,60.0,59.0,57.0
Midfielder,263620,R. Lavia,58.0,41.0,52.0,59.0,62.0,59.0
Goalkeeper,264161,Pablo Valencia,,,,,,
Goalkeeper,264116,Alejandro Iturbe,,,,,,
Midfielder,264102,Álvaro Bravo,64.0,54.0,62.0,65.0,51.0,54.0
Forward,264092,Alan Godoy,76.0,60.0,48.0,66.0,31.0,49.0
Midfielder,263953,S. Edozie,75.0,55.0,55.0,65.0,28.0,47.0
Midfielder,263646,Bastida,59.0,40.0,54.0,54.0,62.0,55.0
Midfielder,262954,Fabio Blanco,73.0,56.0,55.0,66.0,28.0,46.0
Midfielder,260828,De Tomás,67.0,58.0,59.0,63.0,30.0,50.0
Defender,262709,M. Bokele,62.0,30.0,36.0,42.0,66.0,59.0
Defender,262118,T. Livramento,79.0,46.0,56.0,58.0,56.0,58.0
Defender,261621,L. Mbete,65.0,32.0,47.0,57.0,61.0,66.0
Midfielder,261580,E. Sutherland,74.0,54.0,58.0,64.0,27.0,45.0
Defender,260930,K. Sildillia,57.0,25.0,42.0,48.0,62.0,62.0
Midfielder,260910,S. Shoretire,72.0,56.0,56.0,66.0,37.0,55.0
Defender,256854,W. Omari,55.0,33.0,46.0,50.0,61.0,67.0
Midfielder,258319,N. Iosifov,71.0,62.0,59.0,65.0,26.0,46.0
Midfielder,256564,T. Lemperle,67.0,59.0,56.0,65.0,31.0,57.0
Defender,243284,F. Winther,58.0,31.0,50.0,58.0,62.0,62.0
Forward,243034,Alfon,74.0,63.0,51.0,67.0,32.0,53.0
Midfielder,242980,M. Shabani,68.0,54.0,62.0,65.0,35.0,55.0
Defender,242850,S. Asta,66.0,31.0,47.0,61.0,60.0,58.0
Midfielder,241038,K. Bennetts,75.0,57.0,58.0,65.0,41.0,55.0
Midfielder,240175,Bruno Jordão,64.0,55.0,60.0,68.0,49.0,60.0
Midfielder,239145,E. Massouema,60.0,48.0,59.0,62.0,61.0,65.0
Midfielder,237382,F. Melegoni,56.0,53.0,65.0,63.0,55.0,50.0
Defender,235548,M. Cabit,67.0,38.0,58.0,61.0,62.0,58.0
Defender,234205,H. Ito,69.0,51.0,59.0,59.0,61.0,68.0
Defender,233728,M. Doucouré,63.0,31.0,49.0,53.0,62.0,59.0
Goalkeeper,233211,N. Klinger,,,,,,
Midfielder,227877,R. Pereira de Sa,73.0,55.0,62.0,68.0,53.0,59.0
Goalkeeper,222096,H. Lewis,,,,,,
Goalkeeper,221332,G. Guerrieri,,,,,,
Defender,256049,Carrasco,69.0,38.0,53.0,63.0,58.0,55.0
Defender,243133,J. Scally,79.0,31.0,56.0,63.0,54.0,68.0
Goalkeeper,202793,A. Berardi,,,,,,
Defender,245076,L. Racic,59.0,26.0,39.0,51.0,62.0,65.0
Midfielder,248070,Relu,53.0,46.0,59.0,56.0,61.0,59.0
Midfielder,245286,J. Žambůrek,62.0,46.0,60.0,65.0,41.0,51.0
Midfielder,253693,C. Noß,71.0,53.0,58.0,72.0,31.0,44.0
Midfielder,253010,A. Sher,67.0,45.0,58.0,68.0,50.0,58.0
Midfielder,252922,Tòfol Montiel,67.0,58.0,58.0,67.0,39.0,48.0
Midfielder,251293,L. Dehl,61.0,56.0,59.0,64.0,44.0,54.0
Goalkeeper,248478,D. Ramaj,,,,,,
Midfielder,254243,E. Anderson,66.0,62.0,59.0,65.0,35.0,49.0
Defender,247741,A. Glennon,70.0,48.0,53.0,61.0,57.0,61.0
Midfielder,246863,F. Nmecha,73.0,54.0,61.0,63.0,45.0,59.0
Midfielder,246861,A. Riccardi,60.0,55.0,59.0,63.0,51.0,52.0
Midfielder,246549,M. Siby,51.0,41.0,53.0,54.0,58.0,76.0
Defender,246002,L. Matheson,76.0,36.0,53.0,61.0,55.0,53.0
Defender,246950,R. Astley,51.0,34.0,52.0,49.0,64.0,55.0
Midfielder,245903,H. White,69.0,56.0,65.0,64.0,57.0,56.0
Forward,260723,R. Street,56.0,62.0,45.0,57.0,29.0,54.0
Midfielder,262171,E. Bove,64.0,50.0,59.0,62.0,52.0,50.0
Midfielder,262062,Metinho,68.0,48.0,57.0,63.0,60.0,57.0
Defender,261495,S. Coulibaly,62.0,36.0,48.0,57.0,59.0,61.0
Forward,261265,L. Richardson,67.0,60.0,47.0,63.0,26.0,53.0
Midfielder,261133,N. John,62.0,56.0,58.0,66.0,39.0,51.0
Midfielder,260990,R. Ascone,66.0,47.0,60.0,66.0,50.0,50.0
Midfielder,259531,Arratia,59.0,43.0,60.0,60.0,57.0,65.0
Defender,260143,Z. Monlouis,61.0,31.0,43.0,48.0,63.0,64.0
Midfielder,260014,T. Civeja,59.0,45.0,60.0,63.0,49.0,59.0
Midfielder,259419,T. Nakai,58.0,50.0,60.0,64.0,31.0,47.0
Midfielder,259096,T. Akinola,71.0,50.0,55.0,59.0,58.0,65.0
Defender,258976,F. Parisi,64.0,60.0,55.0,61.0,55.0,55.0
Forward,263016,Y. Guermouche,65.0,62.0,48.0,58.0,23.0,61.0
Midfielder,258533,B. Bjarkason,64.0,50.0,60.0,61.0,33.0,50.0
Goalkeeper,262659,N. Atubolu,,,,,,
Defender,264026,N. Bitumazala,67.0,42.0,55.0,63.0,59.0,56.0
Midfielder,263149,S. McGurk,72.0,59.0,60.0,61.0,43.0,50.0
Forward,263355,R. Friedrich,67.0,63.0,47.0,59.0,21.0,39.0
Midfielder,263398,P. Sciortino,54.0,40.0,54.0,53.0,61.0,60.0
Midfielder,263435,E. Gebreyesus,73.0,59.0,52.0,65.0,27.0,48.0
Midfielder,263448,G. Manvelyan,73.0,59.0,60.0,67.0,32.0,32.0
Defender,263551,R. Savage,65.0,31.0,51.0,51.0,62.0,61.0
Midfielder,263604,S. Ben Seghir,70.0,63.0,55.0,67.0,28.0,36.0
Midfielder,264035,J. Rak-Sakyi,69.0,61.0,57.0,64.0,24.0,46.0
Defender,264096,Recasens,61.0,28.0,50.0,54.0,62.0,63.0
Midfielder,264160,Pablo Ibáñez,59.0,47.0,59.0,58.0,58.0,58.0
Forward,264238,Diego López,70.0,61.0,52.0,61.0,34.0,51.0
Midfielder,264349,J. McAtee,63.0,59.0,58.0,66.0,40.0,53.0
Defender,264401,B. Meïté,63.0,30.0,35.0,38.0,64.0,61.0
Defender,264589,L. Gechter,61.0,33.0,38.0,39.0,64.0,64.0
Defender,257253,B. Thomas,55.0,32.0,41.0,44.0,62.0,65.0
Goalkeeper,258031,F. Palmowski,,,,,,
Forward,257289,H. Ekitike,69.0,59.0,46.0,60.0,22.0,66.0
Goalkeeper,257235,T. Boulhendi,,,,,,
Midfielder,241552,J. Italiano,74.0,55.0,56.0,67.0,46.0,46.0
Midfielder,247349,J. Jenkins,69.0,37.0,56.0,61.0,55.0,61.0
Midfielder,247245,T. Ostrák,62.0,56.0,62.0,63.0,53.0,61.0
Goalkeeper,246671,A. Okonkwo,,,,,,
Goalkeeper,246603,Matis Carvalho,,,,,,
Midfielder,246278,Manu Navarro,59.0,53.0,59.0,58.0,55.0,53.0
Defender,245906,M. Fagan-Walcott,64.0,29.0,44.0,49.0,59.0,69.0
Goalkeeper,240722,Campos,,,,,,
Forward,247508,M. Güçlü,75.0,60.0,54.0,61.0,23.0,56.0
Defender,239998,P. Hristov,47.0,31.0,36.0,39.0,63.0,66.0
Forward,239666,T. Müsel,67.0,61.0,57.0,65.0,28.0,54.0
Defender,239051,J. Albert,51.0,26.0,38.0,42.0,61.0,70.0
Midfielder,238473,E. Mašović,54.0,30.0,46.0,53.0,61.0,64.0
Goalkeeper,234858,M. Funk,,,,,,
Goalkeeper,233691,M. Adamonis,,,,,,
Forward,247388,A. Buksa,72.0,60.0,47.0,59.0,23.0,55.0
Defender,245628,A. Abqar,46.0,30.0,42.0,46.0,61.0,64.0
Forward,248228,V. De Baunbag,74.0,59.0,52.0,64.0,26.0,59.0
Forward,252916,Nacho Ramón,66.0,63.0,42.0,55.0,30.0,62.0
Defender,248559,L. Pétrot,60.0,31.0,42.0,50.0,63.0,67.0
Midfielder,257171,N. Fatar,71.0,67.0,57.0,63.0,27.0,49.0
Midfielder,257112,R. Saïd,79.0,58.0,51.0,70.0,20.0,33.0
Forward,256853,M. Tillman,66.0,64.0,48.0,61.0,18.0,56.0
Defender,256801,A. Kamardin,55.0,29.0,41.0,43.0,63.0,60.0
Midfielder,255577,Dani Plomer,70.0,47.0,57.0,59.0,28.0,53.0
Midfielder,252975,B. Traoré,54.0,47.0,60.0,62.0,60.0,50.0
Defender,256058,Pablo Pérez,66.0,35.0,51.0,55.0,56.0,58.0
Defender,252302,Y. Larouci,75.0,47.0,52.0,62.0,56.0,57.0
Goalkeeper,252241,D. Rouyard,,,,,,
Midfielder,252059,S. Abdul Samed,56.0,46.0,52.0,61.0,58.0,58.0
Forward,251603,K. Piscopo,73.0,62.0,50.0,60.0,48.0,65.0
Forward,251349,T. Baeten,74.0,61.0,41.0,58.0,21.0,58.0
Forward,248674,L. Munteanu,73.0,61.0,52.0,64.0,38.0,56.0
Midfielder,262096,A. Miller,82.0,55.0,48.0,60.0,31.0,47.0
Defender,260241,J. Lang,60.0,32.0,35.0,42.0,62.0,62.0
Midfielder,261616,Q. Merlin,63.0,53.0,58.0,62.0,47.0,53.0
Midfielder,261336,J. Philogene-Bidace,67.0,58.0,57.0,61.0,30.0,42.0
Midfielder,261202,N. Chadli,67.0,59.0,54.0,68.0,22.0,51.0
Goalkeeper,261170,O. Ba,,,,,,
Goalkeeper,260969,Pablo Picón,,,,,,
Midfielder,260778,F. Tongya,70.0,48.0,64.0,59.0,37.0,61.0
Defender,258529,V. Daley-Campbell,69.0,40.0,49.0,54.0,55.0,69.0
Forward,260084,M. Pagliuca,65.0,59.0,52.0,61.0,22.0,59.0
Midfielder,260083,John Donald,57.0,43.0,54.0,53.0,60.0,60.0
Defender,259721,F. Tripi,49.0,29.0,51.0,48.0,63.0,54.0
Forward,259424,Salazar,53.0,64.0,45.0,60.0,20.0,48.0
Forward,259335,E. Gedikli,61.0,60.0,47.0,56.0,24.0,54.0
Midfielder,259324,T. Suengchitthawon,66.0,54.0,59.0,66.0,40.0,45.0
Goalkeeper,258641,O. Bosworth,,,,,,
Midfielder,263150,J. Meyer,60.0,44.0,52.0,59.0,59.0,60.0
Forward,262641,D. Touré,87.0,62.0,43.0,65.0,17.0,38.0
Defender,264561,J. Norris,72.0,35.0,51.0,50.0,57.0,54.0
Midfielder,263168,T. Onyango,62.0,46.0,59.0,56.0,52.0,65.0
Defender,264172,Carmona,66.0,27.0,42.0,49.0,58.0,61.0
Forward,264590,N. Koffi,74.0,64.0,50.0,62.0,22.0,49.0
Midfielder,258139,Raúl Moro,68.0,52.0,52.0,67.0,27.0,36.0
Midfielder,264245,K. Mizuta,69.0,57.0,52.0,66.0,29.0,50.0
Defender,264237,Joseda,61.0,43.0,54.0,56.0,59.0,61.0
Defender,264189,M. Paskotsi,67.0,36.0,50.0,57.0,58.0,59.0
Midfielder,264175,Pedro Ortiz,65.0,55.0,53.0,60.0,49.0,60.0
Forward,264173,Iván Romero,69.0,58.0,43.0,59.0,22.0,53.0
Defender,264121,A. Tsoungui,59.0,34.0,34.0,39.0,60.0,67.0
Midfielder,263330,W. Lgharbi,67.0,52.0,63.0,65.0,46.0,43.0
Midfielder,264094,Carlos Beitia,63.0,47.0,57.0,63.0,44.0,57.0
Midfielder,264027,S. Delaye,65.0,45.0,60.0,68.0,53.0,46.0
Defender,263908,B. Locko,61.0,36.0,43.0,59.0,59.0,52.0
Defender,263647,G. Altare,63.0,29.0,37.0,39.0,64.0,63.0
Midfielder,263603,O. Targhalline,56.0,48.0,63.0,60.0,55.0,55.0
Midfielder,263602,B. Nadir,68.0,45.0,60.0,56.0,57.0,63.0
Defender,263442,Y. M'Bemba,58.0,30.0,46.0,39.0,58.0,65.0
Midfielder,258330,M. Cissé,72.0,51.0,54.0,67.0,29.0,40.0
Goalkeeper,194894,F. Rossi,,,,,,
Forward,258041,Novoa,54.0,63.0,45.0,62.0,22.0,45.0
Defender,243513,G. Corbo,47.0,26.0,39.0,47.0,63.0,59.0
Goalkeeper,248766,M. Barcola,,,,,,
Defender,247533,J. Boyer,65.0,33.0,47.0,56.0,56.0,57.0
Midfielder,247166,J. Olayinka,79.0,60.0,58.0,64.0,47.0,55.0
Midfielder,246877,G. Gaetano,58.0,60.0,60.0,65.0,33.0,42.0
Midfielder,245994,A. Gomez Mancini,62.0,54.0,60.0,61.0,57.0,59.0
Midfielder,245780,F. Schwarzholz,58.0,38.0,55.0,56.0,57.0,59.0
Midfielder,244087,R. Rösch,59.0,57.0,53.0,62.0,35.0,53.0
Forward,243278,R. Cassidy,74.0,59.0,47.0,60.0,23.0,54.0
Defender,251569,Joel López,71.0,36.0,43.0,58.0,56.0,58.0
Midfielder,242454,M. Čović,70.0,44.0,55.0,69.0,35.0,33.0
Midfielder,241160,G. McEachran,61.0,45.0,63.0,64.0,49.0,44.0
Goalkeeper,257638,L. Philipp,,,,,,
Midfielder,237825,N. Kirby,71.0,47.0,56.0,64.0,36.0,51.0
Forward,236849,D. Ceter,49.0,62.0,35.0,51.0,33.0,67.0
Defender,209784,J. Phojo,63.0,37.0,57.0,58.0,59.0,51.0
Goalkeeper,205727,J. Furlan,,,,,,
Goalkeeper,251369,O. Djoco,,,,,,
Goalkeeper,239203,G. Coudert,,,,,,
Midfielder,251855,W. Taïbi,58.0,48.0,62.0,64.0,46.0,55.0
Defender,255932,L. Lacroix,55.0,31.0,42.0,38.0,62.0,58.0
Defender,252440,N. Zortea,63.0,35.0,40.0,62.0,61.0,56.0
Midfielder,257630,K. Horváth,64.0,53.0,57.0,67.0,40.0,42.0
Forward,257254,M. Thompson,66.0,59.0,48.0,58.0,26.0,53.0
Midfielder,257247,C. Watts,62.0,52.0,62.0,65.0,46.0,54.0
Midfielder,257042,U. Bertelli,59.0,50.0,60.0,60.0,53.0,56.0
Midfielder,256610,D. Hoogewerf,79.0,58.0,51.0,62.0,25.0,48.0
Defender,256500,N. Collins,85.0,25.0,39.0,48.0,59.0,67.0
Midfielder,257306,C. Souaré,67.0,48.0,62.0,62.0,50.0,62.0
Midfielder,255391,E. Pizzuto,63.0,43.0,54.0,61.0,56.0,59.0
Midfielder,254807,K. Baah,85.0,55.0,51.0,63.0,31.0,56.0
Midfielder,254480,L. Egloff,67.0,52.0,58.0,65.0,33.0,56.0
Defender,253969,L. Hjelde,68.0,32.0,51.0,54.0,60.0,65.0
Midfielder,253474,N. Tauer,53.0,45.0,55.0,58.0,58.0,58.0
Midfielder,255125,A. Ounahi,60.0,44.0,57.0,57.0,59.0,50.0
Goalkeeper,253216,Adrián,,,,,,
Midfielder,261241,M. Ibrahimi,67.0,49.0,53.0,66.0,30.0,38.0
Defender,263114,M. Elimbi,62.0,32.0,37.0,41.0,62.0,58.0
Midfielder,261745,L. Günther,68.0,59.0,48.0,64.0,22.0,58.0
Midfielder,261528,M. Obuz,67.0,50.0,53.0,64.0,26.0,53.0
Defender,261517,M. Bondswell,66.0,32.0,52.0,53.0,57.0,58.0
Midfielder,261428,J. Michelbrink,62.0,45.0,57.0,64.0,37.0,38.0
Forward,260554,L. Hartwig,77.0,62.0,47.0,54.0,21.0,48.0
Defender,261224,Hugo Bueno,60.0,37.0,46.0,60.0,56.0,55.0
Midfielder,260195,John Patrick,69.0,56.0,48.0,58.0,20.0,57.0
Forward,260191,M. Niang,75.0,59.0,40.0,55.0,18.0,55.0
Midfielder,260157,M. Haygarth,72.0,53.0,52.0,63.0,28.0,46.0
Midfielder,263353,E. Uhlmann,70.0,47.0,55.0,59.0,56.0,57.0
Goalkeeper,263116,L. Rieß,,,,,,
Midfielder,264222,F. Rüth,55.0,36.0,56.0,48.0,59.0,64.0
Defender,263354,J. Pfennig,55.0,30.0,37.0,37.0,63.0,56.0
Goalkeeper,263441,L. Bonelli,,,,,,
Midfielder,263522,J. Sarmiento,76.0,58.0,53.0,61.0,29.0,44.0
Midfielder,263949,S. Fofana,65.0,45.0,53.0,55.0,59.0,63.0
Midfielder,264033,N. Sow,61.0,29.0,46.0,54.0,59.0,59.0
Midfielder,264059,R. Bourlès,62.0,50.0,63.0,62.0,44.0,49.0
Defender,264141,O. Offiah,64.0,33.0,39.0,56.0,61.0,61.0
Defender,264223,N. König,55.0,31.0,38.0,42.0,59.0,65.0
Midfielder,264246,T. Rupil,59.0,51.0,59.0,66.0,46.0,45.0
Midfielder,264247,B. Bobzien,67.0,56.0,53.0,65.0,28.0,45.0
Midfielder,264506,J. Smith,54.0,40.0,53.0,56.0,58.0,63.0
Defender,259766,F. Stevens,63.0,44.0,53.0,58.0,56.0,62.0
Forward,260115,P. Yeboah,71.0,62.0,48.0,60.0,22.0,66.0
Defender,235808,J. Bedeau,71.0,37.0,46.0,53.0,57.0,66.0
Midfielder,259165,J. Wosz,66.0,50.0,58.0,69.0,48.0,45.0
Midfielder,254279,E. Sadiku,56.0,31.0,48.0,54.0,56.0,64.0
Defender,258805,H. Ashby,73.0,37.0,46.0,53.0,53.0,60.0
Defender,237612,F. Delli Carri,40.0,27.0,32.0,41.0,64.0,54.0
Midfielder,242436,J. Russell,65.0,52.0,57.0,59.0,55.0,63.0
Midfielder,246100,K. Askildsen,59.0,43.0,57.0,62.0,57.0,55.0
Defender,246154,L. McCarron,80.0,52.0,53.0,60.0,49.0,46.0
Midfielder,246592,Algobia,36.0,55.0,58.0,60.0,54.0,44.0
Defender,247248,M. Mbow,61.0,29.0,34.0,38.0,58.0,66.0
Midfielder,250931,P. Osterhage,67.0,46.0,55.0,64.0,49.0,59.0
Midfielder,251439,T. Thomas,55.0,51.0,57.0,59.0,56.0,64.0
Midfielder,251625,U. Eneme-Ella,64.0,50.0,56.0,63.0,40.0,52.0
Defender,252078,S. Loric,65.0,32.0,42.0,58.0,59.0,52.0
Midfielder,253729,A. Okoflex,77.0,57.0,50.0,66.0,25.0,52.0
Defender,240570,S. Sissoko,75.0,41.0,55.0,58.0,53.0,68.0
Defender,254995,T. Tamas,68.0,37.0,41.0,58.0,58.0,54.0
Defender,257238,C. Wiggett,58.0,36.0,37.0,57.0,62.0,50.0
Midfielder,255312,S. Banks,73.0,57.0,57.0,61.0,32.0,46.0
Goalkeeper,258555,D. van den Heuvel,,,,,,
Goalkeeper,257637,D. Klein,,,,,,
Defender,257239,J. Brooking,59.0,29.0,36.0,41.0,62.0,55.0
Defender,258457,K. Boma,50.0,31.0,43.0,44.0,61.0,58.0
Midfielder,257217,G. Cangiano,67.0,56.0,54.0,65.0,29.0,43.0
Defender,256743,A. Sylla,58.0,31.0,46.0,40.0,61.0,61.0
Midfielder,256728,Santiago Eneme,61.0,50.0,55.0,66.0,36.0,49.0
Midfielder,255611,D. Maldini,68.0,51.0,59.0,61.0,38.0,50.0
Midfielder,255363,H. Wise,59.0,48.0,59.0,58.0,53.0,53.0
Forward,260863,W. Suzuki,61.0,55.0,50.0,54.0,30.0,70.0
Defender,263352,D. Lelle,55.0,32.0,36.0,43.0,62.0,49.0
Midfielder,260924,J. Frommann,53.0,44.0,52.0,56.0,57.0,61.0
Midfielder,260927,K. Chauke,71.0,47.0,55.0,61.0,37.0,41.0
Forward,261007,R. Werthmüller,68.0,58.0,47.0,61.0,24.0,52.0
Goalkeeper,262069,Y. Pandor,,,,,,
Midfielder,262632,V. Cherny,60.0,48.0,57.0,62.0,37.0,51.0
Goalkeeper,262708,T. Malbec,,,,,,
Midfielder,263155,B. Klefisch,62.0,45.0,59.0,58.0,59.0,58.0
Goalkeeper,263171,V. Lesieur,,,,,,
Goalkeeper,263272,P. Schulze,,,,,,
Defender,264338,D. Schmidt,62.0,29.0,42.0,46.0,59.0,63.0
Forward,263572,N. Nadje,61.0,60.0,45.0,55.0,25.0,52.0
Defender,264097,Alex Rodríguez,66.0,26.0,41.0,49.0,54.0,59.0
Defender,264098,A. Akurugu,63.0,25.0,43.0,48.0,55.0,57.0
Midfielder,264120,A. Moran,62.0,54.0,54.0,63.0,39.0,50.0
Defender,264209,L. Bogarde,60.0,44.0,52.0,59.0,57.0,60.0
Defender,264421,T. Small,77.0,31.0,41.0,56.0,53.0,53.0
Defender,264437,A. Mbengue,58.0,31.0,33.0,36.0,62.0,56.0
Goalkeeper,264460,P. Zovko,,,,,,
Midfielder,264512,A. Camblan,65.0,46.0,60.0,63.0,40.0,40.0
Defender,258931,H. Roberts,72.0,44.0,53.0,54.0,57.0,64.0
Midfielder,260016,D. Berisha,63.0,48.0,53.0,63.0,32.0,47.0
Midfielder,255755,J. de Vries,75.0,51.0,56.0,58.0,24.0,52.0
Forward,258930,C. Archer,58.0,59.0,49.0,56.0,22.0,50.0
Goalkeeper,251345,A. Mair,,,,,,
Forward,233368,R. Harker,66.0,58.0,41.0,57.0,27.0,53.0
Defender,243279,L. Gordon,78.0,41.0,48.0,56.0,51.0,52.0
Midfielder,243818,M. Sangare,64.0,49.0,54.0,59.0,56.0,71.0
Goalkeeper,244090,L. Schaffran,,,,,,
Midfielder,258689,Diego Bri,60.0,55.0,57.0,61.0,24.0,34.0
Midfielder,246349,D. Markanday,73.0,49.0,54.0,62.0,24.0,46.0
Goalkeeper,247289,Bruno Bertinato,,,,,,
Defender,248472,M. Lavinier,59.0,39.0,45.0,51.0,56.0,60.0
Goalkeeper,251298,O. Hanin,,,,,,
Goalkeeper,251332,R. Bouallak,,,,,,
Forward,246092,A. Reghba,68.0,57.0,54.0,60.0,25.0,70.0
Midfielder,251407,J. Young,62.0,47.0,58.0,61.0,50.0,45.0
Midfielder,255474,M. Helm,68.0,55.0,55.0,59.0,37.0,53.0
Goalkeeper,251453,D. Langley,,,,,,
Goalkeeper,257082,M. Liesegang,,,,,,
Defender,256449,Christian Marques,51.0,37.0,52.0,48.0,59.0,62.0
Midfielder,258313,F. Schneider,54.0,54.0,56.0,59.0,54.0,61.0
Midfielder,253475,M. Papela,65.0,48.0,58.0,61.0,54.0,51.0
Midfielder,253120,B. Kone,69.0,65.0,51.0,57.0,32.0,47.0
Midfielder,254113,C. Campbell,70.0,53.0,55.0,64.0,41.0,50.0
Goalkeeper,257142,L. Margueron,,,,,,
Forward,263110,I. Baldé,69.0,59.0,37.0,61.0,19.0,41.0
Goalkeeper,259430,Marcelo Pitaluga,,,,,,
Defender,260079,M. Bruns,51.0,26.0,34.0,43.0,58.0,60.0
Defender,261640,J. Baptiste,63.0,31.0,44.0,43.0,56.0,60.0
Midfielder,262988,G. Gürpüz,65.0,43.0,58.0,65.0,43.0,45.0
Midfielder,263038,M. Pečar,55.0,51.0,57.0,62.0,38.0,45.0
Defender,263963,O. Olufunwa,69.0,33.0,46.0,51.0,52.0,52.0
Midfielder,263162,J. Montes,63.0,49.0,54.0,57.0,51.0,59.0
Forward,264039,L. Dobbin,74.0,57.0,48.0,59.0,20.0,43.0
Midfielder,264180,A. Devine,64.0,46.0,56.0,59.0,51.0,53.0
Midfielder,264194,J. Castrop,66.0,38.0,58.0,63.0,40.0,49.0
Midfielder,264213,G. Walther,66.0,50.0,52.0,60.0,29.0,44.0
Midfielder,264410,H. Lindley,68.0,46.0,55.0,55.0,53.0,57.0
Forward,258748,C. Chukwuemeka,86.0,54.0,47.0,59.0,17.0,61.0
Goalkeeper,243711,T. Callens,,,,,,
Forward,256884,J. Rahou,57.0,58.0,59.0,60.0,48.0,50.0
Midfielder,251301,J. Albrecht,52.0,47.0,56.0,59.0,53.0,54.0
Midfielder,256506,F. Clarke,71.0,48.0,53.0,58.0,29.0,41.0
Defender,240867,A. Alese,71.0,35.0,39.0,46.0,56.0,63.0
Midfielder,242787,E. Dixon-Bonner,64.0,51.0,56.0,61.0,53.0,53.0
Defender,243848,B. Lyons-Foster,57.0,28.0,40.0,40.0,57.0,61.0
Defender,250866,M. Boyes,65.0,36.0,49.0,58.0,57.0,56.0
Midfielder,243391,Iker Pozo,66.0,44.0,56.0,56.0,51.0,55.0
Midfielder,251386,C. Bombo,65.0,40.0,55.0,58.0,55.0,57.0
Midfielder,251648,E. Iversen,62.0,46.0,55.0,57.0,55.0,53.0
Defender,253429,T. Clayton,61.0,32.0,40.0,45.0,57.0,60.0
Forward,253971,T. Dickson-Peters,69.0,60.0,43.0,57.0,20.0,45.0
Defender,254588,B. Koumetio,53.0,32.0,41.0,36.0,58.0,60.0
Midfielder,255927,D. Pecile,62.0,45.0,57.0,58.0,49.0,54.0
Midfielder,258721,M. Torlak,59.0,49.0,54.0,63.0,32.0,40.0
Defender,264505,O. Dodgson,63.0,36.0,47.0,55.0,52.0,56.0
Defender,264343,J. Schröder,63.0,33.0,47.0,53.0,53.0,55.0
Midfielder,264342,G. Schäfer,64.0,57.0,53.0,56.0,28.0,48.0
Midfielder,264293,H. Diarra,60.0,39.0,54.0,58.0,51.0,53.0
Goalkeeper,263315,L. Schulz,,,,,,
Goalkeeper,262939,A. Schulz,,,,,,
Defender,262045,W. Mikelbrencis,58.0,32.0,43.0,54.0,55.0,48.0
Defender,260710,E. Kratzer,62.0,29.0,43.0,47.0,54.0,52.0
Defender,264411,S. Swinkels,61.0,31.0,37.0,37.0,56.0,60.0
Goalkeeper,258688,Lluis Andreu,,,,,,
Midfielder,252480,M. Pochettino,76.0,49.0,52.0,55.0,32.0,41.0
Midfielder,251371,N. Jaby,69.0,46.0,55.0,55.0,53.0,43.0
Defender,248711,A. Tchaptchet,57.0,31.0,35.0,37.0,58.0,62.0
Midfielder,248473,P. Ekwah Elimby,60.0,33.0,49.0,50.0,55.0,67.0
Defender,248469,D. Simeu,62.0,28.0,39.0,45.0,55.0,63.0
Goalkeeper,239510,M. Köbbing,,,,,,
Midfielder,234571,Mésaque Djú,72.0,51.0,46.0,58.0,27.0,59.0
Goalkeeper,255014,T. Bartouche-Selbonne,,,,,,
Midfielder,256620,L. Gibbs,67.0,49.0,53.0,56.0,48.0,48.0
Goalkeeper,263887,J. Urbig,,,,,,
Midfielder,263459,M. Camara,58.0,37.0,53.0,56.0,44.0,51.0
Goalkeeper,262322,N. Noll,,,,,,
Midfielder,260929,R. Finnigan,63.0,47.0,55.0,57.0,47.0,57.0
Goalkeeper,258928,V. Sinisalo,,,,,,
