Positions,short_name,sofifa_id,Acceleration,SprintSpeed,Pace,Agility,Balance,Vision,Penalties,Stamina,ShotPower,LongShots
Midfielder,Fabio Blanco,262954,72,74,73.0,70,71,52,51,54,59,49
Midfielder,De Tomás,260828,67,67,67.0,57,66,58,50,53,65,51
Defender,M. Bokele,262709,64,60,62.0,49,68,35,40,62,47,25
Defender,T. Livramento,262118,81,78,79.0,60,81,53,41,66,47,46
Defender,L. Mbete,261621,62,67,65.0,58,56,38,43,67,49,24
Midfielder,E. Sutherland,261580,73,74,74.0,66,72,59,40,51,63,51
Defender,K. Sildillia,260930,60,55,57.0,55,64,37,41,53,32,28
Midfielder,S. Shoretire,260910,70,73,72.0,83,85,61,45,54,56,51
Defender,W. Omari,256854,58,52,55.0,47,54,42,41,60,52,29
Midfielder,N. Iosifov,258319,69,72,71.0,68,79,52,63,48,71,55
Midfielder,T. Lemperle,256564,67,67,67.0,61,59,49,55,54,65,50
Defender,F. Winther,243284,55,61,58.0,56,60,36,30,56,48,26
Forward,Alfon,243034,73,75,74.0,69,78,54,65,52,54,66
Midfielder,M. Shabani,242980,69,67,68.0,69,64,63,52,57,58,56
Defender,S. Asta,242850,69,63,66.0,69,68,43,28,63,31,32
Midfielder,K. Bennetts,241038,76,75,75.0,68,73,50,70,54,70,54
Midfielder,Bruno Jordão,240175,65,63,64.0,68,68,64,54,60,63,55
Midfielder,E. Massouema,239145,58,61,60.0,65,56,58,51,71,66,50
Midfielder,F. Melegoni,237382,61,52,56.0,66,70,69,64,51,66,47
Defender,M. Cabit,235548,64,69,67.0,63,65,54,40,46,40,40
Defender,H. Ito,234205,67,70,69.0,63,50,60,47,64,68,60
Defender,M. Doucouré,233728,62,63,63.0,65,66,48,44,34,56,28
Goalkeeper,N. Klinger,233211,31,35,,49,40,30,11,36,47,6
Midfielder,R. Pereira de Sa,227877,75,72,73.0,75,70,62,55,55,59,48
Goalkeeper,H. Lewis,222096,30,35,,42,48,25,28,29,43,15
Goalkeeper,G. Guerrieri,221332,41,49,,35,48,28,23,22,44,14
Defender,Carrasco,256049,72,67,69.0,71,69,44,48,53,41,33
Defender,J. Scally,243133,79,79,79.0,77,75,54,39,73,23,45
Goalkeeper,A. Berardi,202793,50,51,,35,45,55,22,45,42,19
Defender,L. Racic,245076,62,57,59.0,54,62,28,36,52,44,18
Midfielder,Relu,248070,54,53,53.0,50,54,60,60,49,57,36
Midfielder,J. Žambůrek,245286,66,59,62.0,76,78,66,53,58,50,38
Midfielder,C. Noß,253693,75,67,71.0,78,76,60,57,42,65,44
Midfielder,A. Sher,253010,72,63,67.0,81,82,64,44,72,48,49
Midfielder,Tòfol Montiel,252922,66,68,67.0,68,70,60,56,50,66,60
Midfielder,L. Dehl,251293,69,54,61.0,71,72,65,49,53,52,52
Goalkeeper,D. Ramaj,248478,23,25,,27,38,29,17,26,50,9
Midfielder,E. Anderson,254243,70,62,66.0,74,73,59,60,53,67,55
Defender,A. Glennon,247741,71,69,70.0,65,73,49,49,69,58,44
Midfielder,F. Nmecha,246863,70,75,73.0,73,63,66,55,63,62,55
Midfielder,A. Riccardi,246861,63,57,60.0,66,50,57,60,57,65,56
Midfielder,M. Siby,246549,54,49,51.0,54,55,46,42,77,68,38
Defender,L. Matheson,246002,75,76,76.0,79,72,54,34,69,43,39
Defender,R. Astley,246950,52,51,51.0,57,60,49,34,42,44,34
Midfielder,H. White,245903,70,68,69.0,72,71,65,53,67,65,63
Forward,R. Street,260723,54,57,56.0,48,51,49,70,60,65,58
Midfielder,E. Bove,262171,63,65,64.0,59,79,53,52,55,63,50
Midfielder,Metinho,262062,66,70,68.0,67,50,52,61,70,59,39
Defender,S. Coulibaly,261495,62,62,62.0,58,49,36,32,48,56,35
Forward,L. Richardson,261265,70,64,67.0,65,71,52,57,61,61,53
Midfielder,N. John,261133,64,60,62.0,62,68,61,61,42,64,52
Midfielder,R. Ascone,260990,65,66,66.0,71,71,62,54,44,56,43
Midfielder,Arratia,259531,62,56,59.0,56,57,64,49,69,56,42
Defender,Z. Monlouis,260143,60,61,61.0,52,58,39,43,61,48,22
Midfielder,T. Civeja,260014,63,55,59.0,68,68,61,50,63,47,51
Midfielder,T. Nakai,259419,53,62,58.0,53,66,70,48,46,53,48
Midfielder,T. Akinola,259096,69,72,71.0,67,57,53,45,70,60,52
Defender,F. Parisi,258976,62,65,64.0,67,69,41,55,68,69,65
Forward,Y. Guermouche,263016,63,66,65.0,59,45,54,64,55,60,55
Midfielder,B. Bjarkason,258533,63,65,64.0,57,73,59,55,54,54,45
Goalkeeper,N. Atubolu,262659,35,36,,32,31,34,14,29,44,9
Defender,N. Bitumazala,264026,68,67,67.0,64,71,49,45,49,53,36
Midfielder,S. McGurk,263149,73,72,72.0,70,58,60,51,55,59,64
Forward,R. Friedrich,263355,69,66,67.0,67,84,52,68,50,64,55
Midfielder,P. Sciortino,263398,55,54,54.0,49,58,52,53,59,55,36
Midfielder,E. Gebreyesus,263435,72,74,73.0,64,51,56,57,54,56,49
Midfielder,G. Manvelyan,263448,78,69,73.0,71,72,56,51,26,62,63
Defender,R. Savage,263551,64,66,65.0,59,57,50,30,56,50,24
Midfielder,S. Ben Seghir,263604,73,67,70.0,65,78,40,66,47,71,55
Midfielder,J. Rak-Sakyi,264035,72,67,69.0,74,71,58,61,47,62,61
Defender,Recasens,264096,63,60,61.0,60,65,52,30,63,40,30
Midfielder,Pablo Ibáñez,264160,57,61,59.0,59,67,50,51,69,53,44
Forward,Diego López,264238,70,70,70.0,65,70,49,60,60,58,57
Midfielder,J. McAtee,264349,56,68,63.0,54,53,55,58,42,62,59
Defender,B. Meïté,264401,59,67,63.0,42,58,33,40,64,50,26
Defender,L. Gechter,264589,59,63,61.0,47,55,33,50,69,50,28
Defender,B. Thomas,257253,57,53,55.0,47,53,38,45,53,44,24
Goalkeeper,F. Palmowski,258031,34,29,,26,46,34,18,22,45,13
Forward,H. Ekitike,257289,70,68,69.0,64,66,56,63,58,62,51
Goalkeeper,T. Boulhendi,257235,49,48,,51,48,28,13,34,45,7
Midfielder,J. Italiano,241552,77,72,74.0,79,77,49,50,55,68,51
Midfielder,J. Jenkins,247349,71,67,69.0,61,72,46,42,65,52,35
Midfielder,T. Ostrák,247245,64,61,62.0,71,73,61,50,61,60,59
Goalkeeper,A. Okonkwo,246671,44,44,,40,31,30,19,29,41,7
Goalkeeper,Matis Carvalho,246603,37,38,,36,43,22,18,29,44,5
Midfielder,Manu Navarro,246278,63,55,59.0,68,67,65,45,52,49,57
Defender,M. Fagan-Walcott,245906,60,67,64.0,54,64,34,41,58,47,27
Goalkeeper,Campos,240722,32,48,,50,39,36,17,33,49,9
Forward,M. Güçlü,247508,73,76,75.0,75,66,60,66,48,60,59
Defender,P. Hristov,239998,55,40,47.0,41,39,33,46,55,51,26
Forward,T. Müsel,239666,66,68,67.0,67,64,51,53,54,60,55
Defender,J. Albert,239051,47,55,51.0,52,48,28,37,56,42,24
Midfielder,E. Mašović,238473,53,54,54.0,55,55,48,31,60,42,26
Goalkeeper,M. Funk,234858,39,38,,37,40,28,19,28,46,11
Goalkeeper,M. Adamonis,233691,21,20,,34,39,36,17,26,41,5
Forward,A. Buksa,247388,73,71,72.0,58,56,52,51,66,64,57
Defender,A. Abqar,245628,40,51,46.0,49,37,36,38,59,38,28
Forward,V. De Baunbag,248228,76,72,74.0,66,62,45,58,65,58,56
Forward,Nacho Ramón,252916,64,68,66.0,52,55,49,61,52,58,60
Defender,L. Pétrot,248559,61,60,60.0,59,55,34,44,62,28,30
Midfielder,N. Fatar,257171,70,71,71.0,68,87,59,69,58,72,66
Midfielder,R. Saïd,257112,82,77,79.0,81,79,53,51,47,57,56
Forward,M. Tillman,256853,67,65,66.0,64,61,53,58,60,68,59
Defender,A. Kamardin,256801,59,51,55.0,48,60,30,39,60,50,23
Midfielder,Dani Plomer,255577,69,71,70.0,59,56,54,51,55,45,31
Midfielder,B. Traoré,252975,55,53,54.0,53,65,59,52,40,62,46
Defender,Pablo Pérez,256058,65,66,66.0,67,74,45,43,65,38,29
Defender,Y. Larouci,252302,76,75,75.0,65,69,52,44,60,52,48
Goalkeeper,D. Rouyard,252241,22,33,,38,56,38,15,27,45,8
Midfielder,S. Abdul Samed,252059,50,61,56.0,47,69,42,44,56,49,45
Forward,K. Piscopo,251603,72,73,73.0,52,62,45,56,64,70,60
Forward,T. Baeten,251349,72,75,74.0,70,64,48,65,55,59,58
Forward,L. Munteanu,248674,75,72,73.0,73,70,56,53,61,65,54
Midfielder,A. Miller,262096,83,82,82.0,64,71,52,59,65,58,42
Defender,J. Lang,260241,54,64,60.0,44,46,34,48,53,48,26
Midfielder,Q. Merlin,261616,64,62,63.0,60,79,56,55,62,66,51
Midfielder,J. Philogene-Bidace,261336,72,63,67.0,63,60,56,55,47,60,57
Midfielder,N. Chadli,261202,69,65,67.0,72,68,60,62,51,60,55
Goalkeeper,O. Ba,261170,23,20,,26,50,27,35,17,47,8
Goalkeeper,Pablo Picón,260969,27,25,,33,41,28,11,23,47,8
Midfielder,F. Tongya,260778,67,73,70.0,58,62,61,62,68,54,48
Defender,V. Daley-Campbell,258529,69,69,69.0,60,69,42,43,76,50,36
Forward,M. Pagliuca,260084,64,66,65.0,63,48,55,61,51,59,56
Midfielder,John Donald,260083,56,58,57.0,58,64,59,41,56,56,41
Defender,F. Tripi,259721,46,52,49.0,43,67,50,30,63,44,35
Forward,Salazar,259424,51,54,53.0,52,67,48,63,53,60,58
Forward,E. Gedikli,259335,59,63,61.0,61,63,49,50,49,62,49
Midfielder,T. Suengchitthawon,259324,78,56,66.0,75,84,60,54,62,58,41
Goalkeeper,O. Bosworth,258641,50,50,,40,53,27,16,24,45,5
Midfielder,J. Meyer,263150,57,62,60.0,55,64,43,41,51,58,42
Forward,D. Touré,262641,89,85,87.0,86,82,39,70,43,63,52
Defender,J. Norris,264561,71,73,72.0,56,58,42,43,59,36,36
Midfielder,T. Onyango,263168,63,61,62.0,52,43,58,50,62,63,42
Defender,Carmona,264172,68,65,66.0,57,57,38,40,68,27,30
Forward,N. Koffi,264590,75,73,74.0,59,62,56,69,54,68,58
Midfielder,Raúl Moro,258139,71,66,68.0,75,82,58,47,45,53,45
Midfielder,K. Mizuta,264245,69,69,69.0,67,64,52,55,46,58,47
Defender,Joseda,264237,63,60,61.0,60,58,41,41,60,54,48
Defender,M. Paskotsi,264189,64,69,67.0,56,61,45,46,57,37,29
Midfielder,Pedro Ortiz,264175,67,63,65.0,58,57,54,38,69,48,59
Forward,Iván Romero,264173,68,69,69.0,56,72,48,55,54,55,53
Defender,A. Tsoungui,264121,56,61,59.0,47,51,33,45,58,50,26
Midfielder,W. Lgharbi,263330,66,67,67.0,59,83,62,56,51,68,44
Midfielder,Carlos Beitia,264094,62,64,63.0,63,58,60,41,65,40,52
Midfielder,S. Delaye,264027,66,64,65.0,77,86,60,47,44,53,40
Defender,B. Locko,263908,62,60,61.0,59,70,40,44,62,32,35
Defender,G. Altare,263647,64,62,63.0,44,48,35,41,63,47,23
Midfielder,O. Targhalline,263603,57,56,56.0,48,43,69,54,62,59,39
Midfielder,B. Nadir,263602,70,66,68.0,68,62,63,58,72,63,49
Defender,Y. M'Bemba,263442,52,63,58.0,43,48,26,41,46,42,26
Midfielder,M. Cissé,258330,73,71,72.0,75,71,53,54,38,49,47
Goalkeeper,F. Rossi,194894,22,21,,55,40,22,14,22,47,12
Forward,Novoa,258041,55,54,54.0,77,75,48,60,53,62,58
Defender,G. Corbo,243513,48,46,47.0,54,60,27,38,52,52,36
Goalkeeper,M. Barcola,248766,21,29,,23,24,37,17,24,40,9
Defender,J. Boyer,247533,68,63,65.0,51,71,38,39,63,40,33
Midfielder,J. Olayinka,247166,80,79,79.0,76,73,60,43,70,64,60
Midfielder,G. Gaetano,246877,62,55,58.0,60,79,62,65,55,73,47
Midfielder,A. Gomez Mancini,245994,66,59,62.0,61,66,60,61,59,59,50
Midfielder,F. Schwarzholz,245780,64,53,58.0,66,68,52,37,53,53,41
Midfielder,R. Rösch,244087,64,55,59.0,68,67,61,52,52,61,53
Forward,R. Cassidy,243278,76,73,74.0,72,83,51,60,65,59,54
Defender,Joel López,251569,72,70,71.0,70,65,36,49,64,37,29
Midfielder,M. Čović,242454,73,67,70.0,78,89,55,45,39,50,40
Midfielder,G. McEachran,241160,69,54,61.0,75,73,64,50,54,47,49
Goalkeeper,L. Philipp,257638,24,29,,29,24,34,13,20,42,6
Midfielder,N. Kirby,237825,73,69,71.0,78,87,51,49,63,42,40
Forward,D. Ceter,236849,46,52,49.0,58,51,48,60,55,66,59
Defender,J. Phojo,209784,62,63,63.0,64,71,40,42,31,34,33
Goalkeeper,J. Furlan,205727,45,44,,33,59,11,25,37,41,15
Goalkeeper,O. Djoco,251369,30,22,,21,23,33,29,29,47,8
Goalkeeper,G. Coudert,239203,30,27,,25,24,24,19,25,44,8
Midfielder,W. Taïbi,251855,63,54,58.0,60,77,67,56,58,54,42
Defender,L. Lacroix,255932,48,60,55.0,39,68,37,39,51,42,27
Defender,N. Zortea,252440,64,62,63.0,60,43,41,47,58,35,36
Midfielder,K. Horváth,257630,64,64,64.0,58,61,55,62,40,61,44
Forward,M. Thompson,257254,68,64,66.0,61,69,52,60,50,61,58
Midfielder,C. Watts,257247,68,57,62.0,59,69,60,58,62,60,45
Midfielder,U. Bertelli,257042,60,58,59.0,56,64,57,53,61,58,49
Midfielder,D. Hoogewerf,256610,80,78,79.0,82,81,50,60,57,57,54
Defender,N. Collins,256500,83,86,85.0,63,57,34,25,53,33,21
Midfielder,C. Souaré,257306,66,68,67.0,71,87,50,71,66,66,54
Midfielder,E. Pizzuto,255391,67,60,63.0,58,66,46,55,55,55,38
Midfielder,K. Baah,254807,87,83,85.0,74,78,55,48,52,64,60
Midfielder,L. Egloff,254480,69,65,67.0,72,71,61,53,54,50,33
Defender,L. Hjelde,253969,66,70,68.0,53,42,46,36,55,29,31
Midfielder,N. Tauer,253474,55,52,53.0,61,62,46,38,55,60,40
Midfielder,A. Ounahi,255125,58,61,60.0,60,65,55,54,55,52,36
Goalkeeper,Adrián,253216,25,32,,27,30,30,11,19,48,8
Midfielder,M. Ibrahimi,261241,69,66,67.0,70,67,56,40,47,52,42
Defender,M. Elimbi,263114,64,60,62.0,48,56,32,39,57,44,25
Midfielder,L. Günther,261745,65,70,68.0,67,64,56,56,59,67,54
Midfielder,M. Obuz,261528,70,65,67.0,68,67,52,49,50,55,47
Defender,M. Bondswell,261517,67,65,66.0,64,60,56,29,66,32,28
Midfielder,J. Michelbrink,261428,63,61,62.0,72,69,60,44,53,42,46
Forward,L. Hartwig,260554,78,77,77.0,76,65,52,66,62,55,59
Defender,Hugo Bueno,261224,63,58,60.0,59,66,42,46,56,34,32
Midfielder,John Patrick,260195,71,67,69.0,63,54,55,64,44,52,55
Forward,M. Niang,260191,73,77,75.0,44,44,46,65,44,58,56
Midfielder,M. Haygarth,260157,73,71,72.0,78,80,60,52,44,51,51
Midfielder,E. Uhlmann,263353,71,70,70.0,62,78,48,50,52,63,45
Goalkeeper,L. Rieß,263116,31,29,,33,25,34,16,21,44,8
Midfielder,F. Rüth,264222,55,55,55.0,55,62,45,45,62,50,40
Defender,J. Pfennig,263354,55,55,55.0,45,65,34,38,55,45,22
Goalkeeper,L. Bonelli,263441,39,41,,34,42,47,14,28,42,8
Midfielder,J. Sarmiento,263522,75,77,76.0,63,65,54,60,45,70,43
Midfielder,S. Fofana,263949,66,64,65.0,55,53,55,48,51,57,42
Midfielder,N. Sow,264033,59,62,61.0,47,66,33,41,60,46,24
Midfielder,R. Bourlès,264059,63,62,62.0,59,55,60,53,44,63,40
Defender,O. Offiah,264141,68,61,64.0,53,61,36,42,56,29,35
Defender,N. König,264223,55,55,55.0,50,41,30,30,59,40,29
Midfielder,T. Rupil,264246,64,55,59.0,74,69,65,50,54,57,46
Midfielder,B. Bobzien,264247,66,68,67.0,66,72,58,53,47,57,48
Midfielder,J. Smith,264506,56,53,54.0,53,53,46,49,53,60,31
Defender,F. Stevens,259766,65,62,63.0,65,74,49,33,65,50,42
Forward,P. Yeboah,260115,73,70,71.0,71,55,48,63,56,60,62
Defender,J. Bedeau,235808,75,68,71.0,71,61,35,37,56,48,24
Midfielder,J. Wosz,259165,64,68,66.0,71,78,55,48,51,65,45
Midfielder,E. Sadiku,254279,58,54,56.0,60,61,53,30,64,40,28
Defender,H. Ashby,258805,72,74,73.0,55,67,40,39,67,49,38
Defender,F. Delli Carri,237612,41,39,40.0,34,42,13,18,44,54,41
Midfielder,J. Russell,242436,63,67,65.0,57,51,59,46,63,54,48
Midfielder,K. Askildsen,246100,56,61,59.0,58,61,55,41,61,49,44
Defender,L. McCarron,246154,82,79,80.0,76,72,47,54,59,54,51
Midfielder,Algobia,246592,38,35,36.0,46,62,59,47,30,59,57
Defender,M. Mbow,247248,59,63,61.0,38,44,32,42,52,52,24
Midfielder,P. Osterhage,250931,67,67,67.0,68,67,57,42,55,44,44
Midfielder,T. Thomas,251439,55,55,55.0,52,60,59,50,57,61,52
Midfielder,U. Eneme-Ella,251625,65,64,64.0,64,57,58,57,36,60,45
Defender,S. Loric,252078,64,65,65.0,64,78,43,40,59,25,30
Midfielder,A. Okoflex,253729,76,78,77.0,78,79,53,59,55,63,57
Defender,S. Sissoko,240570,76,74,75.0,71,74,51,42,67,50,44
Defender,T. Tamas,254995,67,69,68.0,63,70,34,42,63,63,28
Defender,C. Wiggett,257238,62,55,58.0,54,81,39,46,63,30,37
Midfielder,S. Banks,255312,76,71,73.0,60,67,55,61,44,60,61
Goalkeeper,D. van den Heuvel,258555,17,24,,37,46,30,14,16,46,8
Goalkeeper,D. Klein,257637,20,27,,28,31,35,14,23,42,6
Defender,J. Brooking,257239,61,58,59.0,43,61,32,47,58,47,25
Defender,K. Boma,258457,49,50,50.0,41,47,35,39,53,41,28
Midfielder,G. Cangiano,257217,69,65,67.0,68,72,54,56,48,65,47
Defender,A. Sylla,256743,66,52,58.0,42,54,32,47,66,42,22
Midfielder,Santiago Eneme,256728,60,62,61.0,54,58,59,55,41,62,46
Midfielder,D. Maldini,255611,67,69,68.0,70,66,56,52,47,60,50
Midfielder,H. Wise,255363,62,57,59.0,58,76,51,57,61,66,41
Forward,W. Suzuki,260863,56,65,61.0,55,41,48,49,55,51,57
Defender,D. Lelle,263352,55,55,55.0,53,72,33,38,52,46,22
Midfielder,J. Frommann,260924,52,54,53.0,53,57,43,48,51,61,35
Midfielder,K. Chauke,260927,73,70,71.0,71,75,57,54,49,56,41
Forward,R. Werthmüller,261007,67,68,68.0,69,62,47,58,52,55,56
Goalkeeper,Y. Pandor,262069,19,22,,26,41,28,11,23,41,7
Midfielder,V. Cherny,262632,65,55,60.0,69,76,60,48,50,57,39
Goalkeeper,T. Malbec,262708,23,23,,23,33,37,18,22,45,6
Midfielder,B. Klefisch,263155,60,64,62.0,57,70,54,50,52,59,47
Goalkeeper,V. Lesieur,263171,16,22,,36,26,29,14,18,50,7
Goalkeeper,P. Schulze,263272,24,29,,28,22,27,10,26,43,6
Defender,D. Schmidt,264338,61,62,62.0,48,57,36,48,64,47,22
Forward,N. Nadje,263572,57,64,61.0,58,59,51,68,52,59,58
Defender,Alex Rodríguez,264097,63,68,66.0,51,73,36,36,60,26,29
Defender,A. Akurugu,264098,62,64,63.0,60,74,35,38,60,25,24
Midfielder,A. Moran,264120,60,63,62.0,57,70,55,59,46,62,49
Defender,L. Bogarde,264209,64,57,60.0,57,64,43,55,60,56,38
Defender,T. Small,264421,78,77,77.0,71,75,38,47,61,31,31
Defender,A. Mbengue,264437,61,56,58.0,45,65,29,44,57,42,29
Goalkeeper,P. Zovko,264460,23,17,,28,29,32,18,23,45,6
Midfielder,A. Camblan,264512,67,63,65.0,72,85,60,52,45,52,41
Defender,H. Roberts,258931,70,74,72.0,67,71,49,48,58,48,46
Midfielder,D. Berisha,260016,65,62,63.0,69,67,50,51,48,48,43
Midfielder,J. de Vries,255755,77,74,75.0,66,69,56,49,48,57,45
Forward,C. Archer,258930,61,55,58.0,55,59,53,52,58,62,56
Goalkeeper,A. Mair,251345,46,44,,49,31,36,15,26,42,7
Forward,R. Harker,233368,69,64,66.0,65,67,43,55,50,62,53
Defender,L. Gordon,243279,77,79,78.0,70,81,45,47,66,43,39
Midfielder,M. Sangare,243818,60,67,64.0,63,50,58,55,66,59,44
Goalkeeper,L. Schaffran,244090,26,30,,25,37,29,12,20,44,8
Midfielder,Diego Bri,258689,61,60,60.0,62,76,53,49,40,59,43
Midfielder,D. Markanday,246349,75,71,73.0,62,75,54,36,52,64,44
Goalkeeper,Bruno Bertinato,247289,18,20,,22,20,53,13,21,42,8
Defender,M. Lavinier,248472,61,58,59.0,58,65,40,38,58,46,43
Goalkeeper,O. Hanin,251298,33,35,,28,24,44,10,26,41,14
Goalkeeper,R. Bouallak,251332,17,25,,34,24,33,16,28,41,12
Forward,A. Reghba,246092,70,67,68.0,65,68,57,60,69,58,53
Midfielder,J. Young,251407,73,53,62.0,66,82,56,55,60,56,53
Midfielder,M. Helm,255474,68,68,68.0,70,70,59,43,59,62,58
Goalkeeper,D. Langley,251453,30,18,,42,28,24,11,27,41,7
Goalkeeper,M. Liesegang,257082,42,37,,35,38,26,19,26,42,6
Defender,Christian Marques,256449,49,52,51.0,47,52,59,46,61,41,39
Midfielder,F. Schneider,258313,55,54,54.0,63,60,54,54,60,63,53
Midfielder,M. Papela,253475,68,63,65.0,78,84,55,42,62,68,43
Midfielder,B. Kone,253120,73,66,69.0,53,65,51,62,40,75,53
Midfielder,C. Campbell,254113,72,69,70.0,76,72,54,54,52,59,50
Goalkeeper,L. Margueron,257142,19,21,,30,24,21,15,27,46,7
Forward,I. Baldé,263110,68,69,69.0,64,51,42,36,40,62,57
Goalkeeper,Marcelo Pitaluga,259430,38,29,,30,25,27,10,19,39,7
Defender,M. Bruns,260079,50,52,51.0,48,56,31,25,58,43,21
Defender,J. Baptiste,261640,65,61,63.0,48,48,39,35,49,40,30
Midfielder,G. Gürpüz,262988,68,62,65.0,78,77,58,43,53,46,38
Midfielder,M. Pečar,263038,55,55,55.0,66,74,58,51,48,58,44
Defender,O. Olufunwa,263963,71,67,69.0,53,47,40,40,56,36,32
Midfielder,J. Montes,263162,66,61,63.0,58,65,57,56,64,57,48
Forward,L. Dobbin,264039,76,73,74.0,71,70,52,62,44,60,54
Midfielder,A. Devine,264180,60,68,64.0,56,68,50,52,57,66,42
Midfielder,J. Castrop,264194,68,64,66.0,77,77,58,40,50,42,31
Midfielder,G. Walther,264213,64,67,66.0,63,69,46,41,50,55,44
Midfielder,H. Lindley,264410,68,68,68.0,51,65,55,55,56,70,42
Forward,C. Chukwuemeka,258748,90,83,86.0,69,59,49,57,64,54,52
Goalkeeper,T. Callens,243711,15,19,,35,49,36,16,18,41,9
Forward,J. Rahou,256884,54,60,57.0,54,70,67,59,58,58,53
Midfielder,J. Albrecht,251301,54,51,52.0,68,66,56,42,51,58,48
Midfielder,F. Clarke,256506,72,70,71.0,71,73,56,41,55,52,48
Defender,A. Alese,240867,74,68,71.0,53,58,34,28,52,43,35
Midfielder,E. Dixon-Bonner,242787,63,65,64.0,74,80,56,52,62,56,50
Defender,B. Lyons-Foster,243848,60,55,57.0,48,63,39,47,55,42,23
Defender,M. Boyes,250866,70,60,65.0,70,80,47,50,54,45,35
Midfielder,Iker Pozo,243391,65,66,66.0,63,68,59,49,55,55,45
Midfielder,C. Bombo,251386,64,65,65.0,73,72,52,45,48,51,43
Midfielder,E. Iversen,251648,64,60,62.0,58,63,57,49,59,52,48
Defender,T. Clayton,253429,62,60,61.0,55,67,30,43,51,41,29
Forward,T. Dickson-Peters,253971,73,65,69.0,53,66,46,58,52,63,56
Defender,B. Koumetio,254588,51,55,53.0,41,44,40,40,54,45,23
Midfielder,D. Pecile,255927,64,60,62.0,59,57,55,47,50,53,47
Midfielder,M. Torlak,258721,64,55,59.0,71,80,56,51,34,57,50
Defender,O. Dodgson,264505,65,61,63.0,59,66,43,31,63,39,36
Defender,J. Schröder,264343,62,64,63.0,60,61,41,36,61,31,30
Midfielder,G. Schäfer,264342,62,65,64.0,61,66,56,56,59,61,48
Midfielder,H. Diarra,264293,61,60,60.0,50,67,54,53,42,54,39
Goalkeeper,L. Schulz,263315,21,18,,22,24,39,11,15,43,7
Goalkeeper,A. Schulz,262939,26,25,,28,25,33,12,27,41,7
Defender,W. Mikelbrencis,262045,65,53,58.0,59,79,43,44,55,29,33
Defender,E. Kratzer,260710,61,62,62.0,68,71,21,46,54,44,31
Defender,S. Swinkels,264411,60,61,61.0,40,49,38,48,55,50,23
Goalkeeper,Lluis Andreu,258688,22,30,,29,39,33,12,30,41,9
Midfielder,M. Pochettino,252480,75,76,76.0,58,62,52,68,47,50,48
Midfielder,N. Jaby,251371,72,67,69.0,73,75,61,48,50,50,42
Defender,A. Tchaptchet,248711,63,52,57.0,43,53,32,46,54,47,30
Midfielder,P. Ekwah Elimby,248473,61,59,60.0,41,57,48,33,70,48,33
Defender,D. Simeu,248469,60,63,62.0,39,50,34,30,52,47,23
Goalkeeper,M. Köbbing,239510,28,38,,29,22,44,15,25,39,10
Midfielder,Mésaque Djú,234571,72,72,72.0,63,75,54,47,53,60,45
Goalkeeper,T. Bartouche-Selbonne,255014,19,38,,37,46,33,15,30,41,5
Midfielder,L. Gibbs,256620,69,66,67.0,66,73,56,38,53,52,50
Goalkeeper,J. Urbig,263887,31,33,,30,36,35,15,24,41,5
Midfielder,M. Camara,263459,54,62,58.0,54,48,43,42,61,51,41
Goalkeeper,N. Noll,262322,25,30,,40,37,37,10,27,44,8
Midfielder,R. Finnigan,260929,67,60,63.0,66,65,50,52,63,65,48
Goalkeeper,V. Sinisalo,258928,26,20,,38,24,29,14,26,43,7
Midfielder,J. Hodge,261032,62,56,59.0,69,74,55,53,53,56,51
Forward,A. Kuol,256392,78,76,77.0,65,71,35,45,66,50,46
Defender,S. McClelland,253483,49,53,51.0,40,52,33,33,52,48,28
Midfielder,I. Karamoko,248694,51,41,46.0,56,48,52,45,41,64,42
Goalkeeper,P. Grave,247656,18,28,,27,24,30,10,19,38,9
Midfielder,Bernardo Rosa,247622,68,61,64.0,68,78,56,44,58,47,41
Goalkeeper,G. Satalino,235806,24,16,,28,32,21,18,19,36,5
Forward,Z. Emmerson,256353,70,73,72.0,72,62,49,51,53,52,45
Midfielder,K. Urbański,254819,67,63,65.0,50,78,53,52,55,59,42
Goalkeeper,T. Ernst,262931,31,20,,26,60,37,10,24,37,8
Goalkeeper,L. Bergström,261375,17,33,,35,29,29,17,24,42,6
Goalkeeper,P. Boer,259973,33,24,,22,27,24,12,24,44,7
Forward,C. Carty,258532,64,65,65.0,59,58,48,52,57,61,51
Midfielder,L. Cundle,253461,74,51,61.0,76,81,55,47,51,55,52
Defender,L. Richards,251590,65,57,61.0,64,65,46,42,52,49,40
Defender,J. Furlong,248569,65,60,62.0,60,63,26,29,50,36,32
Goalkeeper,J. McCracken,242983,33,30,,42,49,30,19,23,43,5
Defender,D. Zappella,240799,59,61,60.0,58,64,39,37,63,28,22
Defender,R. Hannam,240866,68,61,64.0,63,70,38,43,48,32,30
Defender,B. Chrisene,256556,70,68,69.0,69,70,52,48,61,48,40
Midfielder,O. Ashley,251516,70,71,71.0,54,66,53,37,69,49,40
Goalkeeper,M. Nazaretian,263399,27,28,,33,42,32,13,27,35,9
Defender,P. Estrada,244507,61,62,62.0,60,64,47,40,48,52,44
Goalkeeper,O. Webber,245130,26,22,,25,41,24,8,20,37,9
