Positions,short_name,sofifa_id,Crossing,Finishing,Heading,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,FKAccuracy,Passing,Shooting
Defender,W. Omari,256854,36,25,67,55,31,44,38,50,57,32,46.0,33.0
Midfielder,N. Iosifov,258319,54,62,41,68,64,66,53,61,64,49,59.0,62.0
Midfielder,T. Lemperle,256564,63,62,40,60,52,70,50,53,68,45,56.0,59.0
Defender,F. Winther,243284,38,26,59,65,25,54,38,65,63,25,50.0,31.0
Forward,Alfon,243034,46,69,56,58,50,68,44,45,65,40,51.0,63.0
Midfielder,M. Shabani,242980,53,53,46,69,47,65,50,68,67,46,62.0,54.0
Defender,S. Asta,242850,59,28,48,50,34,62,48,35,61,37,47.0,31.0
Midfielder,K. Bennetts,241038,62,53,38,58,55,66,65,56,65,73,58.0,57.0
Midfielder,Bruno Jordão,240175,51,54,57,66,46,69,45,65,68,43,60.0,55.0
Midfielder,E. Massouema,239145,49,38,60,66,44,60,52,63,64,47,59.0,48.0
Midfielder,F. Melegoni,237382,59,49,49,68,50,60,59,68,65,57,65.0,53.0
Defender,M. Cabit,235548,60,35,60,62,25,60,49,59,61,37,58.0,38.0
Defender,H. Ito,234205,58,41,46,65,42,56,42,58,63,45,59.0,51.0
Defender,M. Doucouré,233728,35,21,56,62,31,48,30,50,56,35,49.0,31.0
Goalkeeper,N. Klinger,233211,12,6,10,24,10,8,8,20,12,7,,
Midfielder,R. Pereira de Sa,227877,59,55,59,66,58,69,47,62,68,55,62.0,55.0
Goalkeeper,H. Lewis,222096,18,18,16,23,14,16,18,25,18,20,,
Goalkeeper,G. Guerrieri,221332,12,13,19,27,13,16,18,19,20,16,,
Defender,Carrasco,256049,67,34,48,55,35,66,57,46,58,40,53.0,38.0
Defender,J. Scally,243133,60,26,48,58,20,65,58,55,57,28,56.0,31.0
Goalkeeper,A. Berardi,202793,14,10,11,29,19,11,16,32,21,15,,
Defender,L. Racic,245076,28,22,63,55,21,47,23,42,54,19,39.0,26.0
Midfielder,Relu,248070,54,45,57,64,46,55,49,59,60,47,59.0,46.0
Midfielder,J. Žambůrek,245286,44,48,25,68,29,63,46,63,63,45,60.0,46.0
Midfielder,C. Noß,253693,48,53,42,63,48,74,58,63,70,49,58.0,53.0
Midfielder,A. Sher,253010,44,41,36,64,39,66,45,62,65,42,58.0,45.0
Midfielder,Tòfol Montiel,252922,52,54,40,62,52,68,56,58,68,52,58.0,58.0
Midfielder,L. Dehl,251293,50,60,47,63,50,64,53,59,65,48,59.0,56.0
Goalkeeper,D. Ramaj,248478,10,7,11,23,8,12,12,24,15,11,,
Midfielder,E. Anderson,254243,54,63,40,64,55,66,61,58,63,49,59.0,62.0
Defender,A. Glennon,247741,60,45,53,57,38,59,35,51,63,40,53.0,48.0
Midfielder,F. Nmecha,246863,56,49,54,64,53,63,60,59,61,48,61.0,54.0
Midfielder,A. Riccardi,246861,52,50,53,65,46,62,41,67,67,47,59.0,55.0
Midfielder,M. Siby,246549,46,32,63,62,35,52,45,62,56,35,53.0,41.0
Defender,L. Matheson,246002,55,31,45,58,33,57,45,43,61,38,53.0,36.0
Defender,R. Astley,246950,49,29,65,58,36,44,39,53,49,34,52.0,34.0
Midfielder,H. White,245903,66,51,52,65,50,61,70,61,64,71,65.0,56.0
Forward,R. Street,260723,31,63,77,56,51,58,40,37,60,31,45.0,62.0
Midfielder,E. Bove,262171,51,43,58,68,41,60,41,67,65,46,59.0,50.0
Midfielder,Metinho,262062,51,45,67,66,42,63,41,60,65,40,57.0,48.0
Defender,S. Coulibaly,261495,34,30,63,62,27,57,28,61,60,25,48.0,36.0
Forward,L. Richardson,261265,38,62,60,53,58,62,52,43,64,34,47.0,60.0
Midfielder,N. John,261133,48,54,47,61,57,67,61,58,65,55,58.0,56.0
Midfielder,R. Ascone,260990,43,44,55,69,41,65,55,65,67,47,60.0,47.0
Midfielder,Arratia,259531,45,38,56,70,43,57,49,62,68,47,60.0,43.0
Defender,Z. Monlouis,260143,35,26,54,53,30,50,36,43,40,29,43.0,31.0
Midfielder,T. Civeja,260014,47,41,47,67,35,60,49,64,65,50,60.0,45.0
Midfielder,T. Nakai,259419,42,50,43,66,48,65,50,64,67,52,60.0,50.0
Midfielder,T. Akinola,259096,42,45,53,62,44,59,50,61,57,47,55.0,50.0
Defender,F. Parisi,258976,64,55,44,60,60,63,60,44,59,68,55.0,60.0
Forward,Y. Guermouche,263016,38,67,66,56,45,61,45,39,57,42,48.0,62.0
Midfielder,B. Bjarkason,258533,60,50,42,64,42,62,53,60,60,35,60.0,50.0
Goalkeeper,N. Atubolu,262659,12,8,13,17,8,11,13,15,14,12,,
Defender,N. Bitumazala,264026,47,39,53,64,38,62,52,60,65,41,55.0,42.0
Midfielder,S. McGurk,263149,54,61,49,67,48,59,52,56,61,53,60.0,59.0
Forward,R. Friedrich,263355,36,66,67,54,53,57,44,40,57,42,47.0,63.0
Midfielder,P. Sciortino,263398,43,33,56,63,38,53,47,60,55,38,54.0,40.0
Midfielder,E. Gebreyesus,263435,60,67,48,51,49,74,50,44,57,44,52.0,59.0
Midfielder,G. Manvelyan,263448,56,59,28,63,53,67,58,62,68,59,60.0,59.0
Defender,R. Savage,263551,49,24,61,56,29,45,45,52,54,29,51.0,31.0
Midfielder,S. Ben Seghir,263604,63,65,37,60,51,74,68,41,61,72,55.0,63.0
Midfielder,J. Rak-Sakyi,264035,60,61,42,58,56,64,63,48,63,58,57.0,61.0
Defender,Recasens,264096,35,20,60,63,30,50,35,55,56,20,50.0,28.0
Midfielder,Pablo Ibáñez,264160,49,45,53,69,34,51,51,67,66,58,59.0,47.0
Forward,Diego López,264238,49,66,56,58,49,60,50,44,61,52,52.0,61.0
Midfielder,J. McAtee,264349,51,60,42,63,53,69,63,61,69,53,58.0,59.0
Defender,B. Meïté,264401,32,22,63,39,28,28,35,33,45,28,35.0,30.0
Defender,L. Gechter,264589,40,26,60,40,37,32,30,40,40,35,38.0,33.0
Defender,B. Thomas,257253,29,28,62,51,35,40,33,41,46,33,41.0,32.0
Goalkeeper,F. Palmowski,258031,16,13,18,31,14,19,16,24,25,15,,
Forward,H. Ekitike,257289,34,61,69,52,53,59,48,35,61,33,46.0,59.0
Goalkeeper,T. Boulhendi,257235,13,9,14,23,8,13,15,21,18,12,,
Midfielder,J. Italiano,241552,55,53,36,60,50,68,63,56,66,48,56.0,55.0
Midfielder,J. Jenkins,247349,48,30,45,69,34,58,37,61,63,35,56.0,37.0
Midfielder,T. Ostrák,247245,58,55,54,67,50,63,53,66,62,40,62.0,56.0
Goalkeeper,A. Okonkwo,246671,10,6,12,28,7,9,12,17,17,20,,
Goalkeeper,Matis Carvalho,246603,10,8,12,27,5,8,10,25,19,13,,
Midfielder,Manu Navarro,246278,49,54,46,65,38,56,42,62,58,47,59.0,53.0
Defender,M. Fagan-Walcott,245906,42,21,58,53,28,44,32,46,52,36,44.0,29.0
Goalkeeper,Campos,240722,12,7,13,26,5,5,10,16,12,13,,
Forward,M. Güçlü,247508,42,60,62,60,56,59,47,49,60,48,54.0,60.0
Defender,P. Hristov,239998,36,24,61,42,30,33,33,30,43,34,36.0,31.0
Forward,T. Müsel,239666,56,65,55,64,57,66,56,50,68,56,57.0,61.0
Defender,J. Albert,239051,23,18,60,56,26,32,30,33,47,29,38.0,26.0
Midfielder,E. Mašović,238473,22,28,64,61,28,49,27,57,59,24,46.0,30.0
Goalkeeper,M. Funk,234858,9,9,12,20,7,12,10,17,13,13,,
Goalkeeper,M. Adamonis,233691,12,8,11,20,9,11,12,20,16,11,,
Forward,A. Buksa,247388,42,61,56,52,54,59,57,38,61,29,47.0,60.0
Defender,A. Abqar,245628,35,27,57,50,32,40,32,45,55,31,42.0,30.0
Forward,V. De Baunbag,248228,53,61,56,61,55,67,45,45,63,48,52.0,59.0
Forward,Nacho Ramón,252916,34,67,73,48,59,53,41,32,58,33,42.0,63.0
Defender,L. Pétrot,248559,56,30,56,42,34,51,37,34,45,38,42.0,31.0
Midfielder,N. Fatar,257171,52,67,56,57,65,60,63,58,67,51,57.0,67.0
Midfielder,R. Saïd,257112,49,60,41,57,68,72,58,39,66,36,51.0,58.0
Forward,M. Tillman,256853,39,67,59,57,48,62,41,40,62,32,48.0,64.0
Defender,A. Kamardin,256801,32,21,69,53,28,33,30,44,51,29,41.0,29.0
Midfielder,Dani Plomer,255577,61,54,42,62,41,58,40,57,64,39,57.0,47.0
Midfielder,B. Traoré,252975,47,41,56,68,41,62,52,69,64,47,60.0,47.0
Defender,Pablo Pérez,256058,68,35,53,49,21,58,32,48,46,42,51.0,35.0
Defender,Y. Larouci,252302,57,45,48,54,42,63,50,49,61,38,52.0,47.0
Goalkeeper,D. Rouyard,252241,11,6,10,26,10,12,14,24,17,13,,
Midfielder,S. Abdul Samed,252059,38,46,57,66,38,61,36,60,66,34,52.0,46.0
Forward,K. Piscopo,251603,48,62,59,56,50,63,50,45,60,50,50.0,62.0
Forward,T. Baeten,251349,29,63,61,50,54,56,44,32,57,31,41.0,61.0
Forward,L. Munteanu,248674,42,63,49,57,58,62,52,48,63,43,52.0,61.0
Midfielder,A. Miller,262096,57,59,34,45,47,62,45,43,57,38,48.0,55.0
Defender,J. Lang,260241,34,25,61,36,36,36,35,33,47,37,35.0,32.0
Midfielder,Q. Merlin,261616,45,48,55,68,43,63,53,61,64,48,58.0,53.0
Midfielder,J. Philogene-Bidace,261336,57,59,44,59,56,63,54,58,61,43,57.0,58.0
Midfielder,N. Chadli,261202,51,61,52,55,56,68,67,46,69,41,54.0,59.0
Goalkeeper,O. Ba,261170,14,15,10,18,6,12,10,22,17,14,,
Goalkeeper,Pablo Picón,260969,13,6,12,15,9,14,14,21,18,11,,
Midfielder,F. Tongya,260778,60,43,57,69,49,59,51,66,60,57,64.0,48.0
Defender,V. Daley-Campbell,258529,59,36,50,52,36,56,39,47,48,41,49.0,40.0
Forward,M. Pagliuca,260084,52,61,60,55,47,64,49,46,61,43,52.0,59.0
Midfielder,John Donald,260083,46,39,56,59,39,49,40,58,53,35,54.0,43.0
Defender,F. Tripi,259721,40,20,57,60,30,45,45,55,50,35,51.0,29.0
Forward,Salazar,259424,30,70,59,55,44,63,37,42,60,33,45.0,64.0
Forward,E. Gedikli,259335,42,66,65,55,55,52,48,33,60,35,47.0,60.0
Midfielder,T. Suengchitthawon,259324,55,59,46,61,51,64,59,60,65,53,59.0,54.0
Goalkeeper,O. Bosworth,258641,14,7,10,26,6,7,11,17,17,12,,
Midfielder,J. Meyer,263150,45,39,58,63,37,58,45,54,63,37,52.0,44.0
Forward,D. Touré,262641,43,66,46,49,60,62,43,33,65,37,43.0,62.0
Defender,J. Norris,264561,60,30,50,55,31,54,34,53,42,36,51.0,35.0
Midfielder,T. Onyango,263168,45,37,58,69,45,58,43,69,56,40,59.0,46.0
Defender,Carmona,264172,47,24,55,50,26,52,32,25,40,35,42.0,27.0
Forward,N. Koffi,264590,39,66,48,56,59,66,52,47,59,35,50.0,64.0
Midfielder,Raúl Moro,258139,50,56,31,57,46,69,52,41,66,43,52.0,52.0
Midfielder,K. Mizuta,264245,54,61,47,54,58,69,57,43,67,43,52.0,57.0
Defender,Joseda,264237,55,34,60,60,57,55,57,62,58,32,54.0,43.0
Defender,M. Paskotsi,264189,59,37,50,51,28,61,40,47,52,39,50.0,36.0
Midfielder,Pedro Ortiz,264175,33,61,45,65,36,62,37,60,61,35,53.0,55.0
Forward,Iván Romero,264173,27,62,59,55,50,61,37,32,56,32,43.0,58.0
Defender,A. Tsoungui,264121,33,30,58,39,28,37,33,28,34,34,34.0,34.0
Midfielder,W. Lgharbi,263330,57,47,54,69,53,63,54,66,66,55,63.0,52.0
Midfielder,Carlos Beitia,264094,46,50,38,61,36,65,46,63,63,45,57.0,47.0
Midfielder,S. Delaye,264027,53,43,54,66,36,68,58,62,67,49,60.0,45.0
Defender,B. Locko,263908,58,36,55,42,26,67,43,30,50,42,43.0,36.0
Defender,G. Altare,263647,31,23,54,43,33,36,32,34,36,37,37.0,29.0
Midfielder,O. Targhalline,263603,56,47,59,66,49,66,54,63,61,52,63.0,48.0
Midfielder,B. Nadir,263602,49,33,53,67,44,51,41,62,58,55,60.0,45.0
Defender,Y. M'Bemba,263442,53,26,66,59,29,32,28,46,46,29,46.0,30.0
Midfielder,M. Cissé,258330,60,54,38,57,51,68,60,39,69,44,54.0,51.0
Goalkeeper,F. Rossi,194894,19,11,14,17,16,21,22,12,19,22,,
Forward,Novoa,258041,36,68,63,50,47,58,42,42,62,38,45.0,63.0
Defender,G. Corbo,243513,36,10,64,50,30,40,32,40,50,28,39.0,26.0
Goalkeeper,M. Barcola,248766,9,11,14,25,7,10,10,24,14,14,,
Defender,J. Boyer,247533,53,29,44,53,28,53,48,39,60,38,47.0,33.0
Midfielder,J. Olayinka,247166,55,60,41,61,55,62,58,57,63,53,58.0,60.0
Midfielder,G. Gaetano,246877,65,60,50,61,56,66,57,55,66,42,60.0,60.0
Midfielder,A. Gomez Mancini,245994,57,54,52,63,50,60,55,60,62,50,60.0,54.0
Midfielder,F. Schwarzholz,245780,43,30,52,65,29,52,46,63,58,39,55.0,38.0
Midfielder,R. Rösch,244087,39,58,47,63,49,64,48,49,60,32,53.0,57.0
Forward,R. Cassidy,243278,39,61,58,54,56,57,47,40,59,36,47.0,59.0
Defender,Joel López,251569,54,35,47,45,31,57,41,36,56,34,43.0,36.0
Midfielder,M. Čović,242454,54,43,43,60,39,70,52,51,67,44,55.0,44.0
Midfielder,G. McEachran,241160,57,41,41,67,46,61,60,62,64,56,63.0,45.0
Goalkeeper,L. Philipp,257638,9,4,12,26,4,9,11,22,10,10,,
Midfielder,N. Kirby,237825,51,52,34,63,42,61,41,61,63,46,56.0,47.0
Forward,D. Ceter,236849,23,62,71,42,51,44,27,20,57,29,35.0,62.0
Defender,J. Phojo,209784,67,37,48,68,33,56,32,60,60,31,57.0,37.0
Goalkeeper,J. Furlan,205727,19,14,17,27,13,17,16,26,24,13,,
Goalkeeper,O. Djoco,251369,12,10,14,21,7,14,15,20,16,16,,
Goalkeeper,G. Coudert,239203,10,7,12,22,6,13,14,26,15,11,,
Midfielder,W. Taïbi,251855,47,47,45,68,55,66,58,67,66,46,62.0,48.0
Defender,L. Lacroix,255932,27,26,63,55,34,28,35,45,43,26,42.0,31.0
Defender,N. Zortea,252440,54,32,50,36,37,68,38,29,60,41,40.0,35.0
Midfielder,K. Horváth,257630,54,52,49,60,53,69,59,57,69,53,57.0,53.0
Forward,M. Thompson,257254,40,60,63,57,52,55,48,38,62,35,48.0,59.0
Midfielder,C. Watts,257247,56,50,52,68,49,65,58,64,67,45,62.0,52.0
Midfielder,U. Bertelli,257042,50,45,52,70,48,59,55,59,65,49,60.0,50.0
Midfielder,D. Hoogewerf,256610,49,60,59,56,54,59,50,44,58,44,51.0,58.0
Defender,N. Collins,256500,44,22,62,45,24,44,23,36,49,20,39.0,25.0
Midfielder,C. Souaré,257306,63,34,52,70,48,58,47,63,64,57,62.0,48.0
Midfielder,E. Pizzuto,255391,43,40,56,67,37,61,43,57,63,44,54.0,43.0
Midfielder,K. Baah,254807,49,52,42,52,41,62,45,47,59,46,51.0,55.0
Midfielder,L. Egloff,254480,52,61,33,64,44,65,50,55,66,39,58.0,52.0
Defender,L. Hjelde,253969,52,32,58,58,30,54,30,53,56,28,51.0,32.0
Midfielder,N. Tauer,253474,42,42,60,67,36,56,42,63,62,45,55.0,45.0
Midfielder,A. Ounahi,255125,47,44,51,64,37,54,52,57,59,51,57.0,44.0
Goalkeeper,Adrián,253216,11,8,11,17,7,14,11,22,12,11,,
Midfielder,M. Ibrahimi,261241,56,53,39,55,45,69,57,42,66,38,53.0,49.0
Defender,M. Elimbi,263114,36,30,59,44,28,33,26,34,45,32,37.0,32.0
Midfielder,L. Günther,261745,55,59,48,42,63,65,57,40,66,43,48.0,59.0
Midfielder,M. Obuz,261528,53,50,42,56,45,64,53,51,67,48,53.0,50.0
Defender,M. Bondswell,261517,46,30,56,55,35,48,36,58,55,33,52.0,32.0
Midfielder,J. Michelbrink,261428,50,45,38,60,39,66,52,58,62,45,57.0,45.0
Forward,L. Hartwig,260554,47,67,62,51,49,47,52,32,53,32,47.0,62.0
Defender,Hugo Bueno,261224,59,37,49,48,40,65,36,35,55,41,46.0,37.0
Midfielder,John Patrick,260195,28,58,55,55,50,59,40,50,57,44,48.0,56.0
Forward,M. Niang,260191,35,61,55,46,48,59,35,31,54,34,40.0,59.0
Midfielder,M. Haygarth,260157,48,56,37,54,47,62,57,41,61,52,52.0,53.0
Midfielder,E. Uhlmann,263353,47,42,59,66,35,58,47,57,60,42,55.0,47.0
Goalkeeper,L. Rieß,263116,10,9,13,27,5,7,13,26,13,11,,
Midfielder,F. Rüth,264222,54,29,56,61,29,44,55,58,48,65,56.0,36.0
Defender,J. Pfennig,263354,33,27,61,43,34,30,36,35,34,35,37.0,30.0
Goalkeeper,L. Bonelli,263441,14,7,12,23,5,12,11,23,18,14,,
Midfielder,J. Sarmiento,263522,59,60,43,53,52,64,53,48,61,46,53.0,58.0
Midfielder,S. Fofana,263949,45,40,59,59,41,55,45,55,57,42,53.0,45.0
Midfielder,N. Sow,264033,32,22,53,61,25,51,39,54,59,29,46.0,29.0
Midfielder,R. Bourlès,264059,53,47,48,69,50,65,54,73,61,53,63.0,50.0
Defender,O. Offiah,264141,53,32,48,36,29,66,36,30,42,38,39.0,33.0
Defender,N. König,264223,26,28,60,49,31,39,29,42,44,28,38.0,31.0
Midfielder,T. Rupil,264246,53,50,46,62,49,65,55,59,68,51,59.0,51.0
Midfielder,B. Bobzien,264247,52,60,37,54,53,68,52,50,65,49,53.0,56.0
Midfielder,J. Smith,264506,43,35,60,63,29,56,47,58,60,42,53.0,40.0
Defender,F. Stevens,259766,60,43,44,56,31,56,35,55,56,38,53.0,44.0
Forward,P. Yeboah,260115,49,64,56,53,62,59,42,43,60,39,48.0,62.0
Defender,J. Bedeau,235808,44,39,54,55,28,51,34,49,50,28,46.0,37.0
Midfielder,J. Wosz,259165,52,47,39,65,50,69,54,59,70,47,58.0,50.0
Midfielder,E. Sadiku,254279,29,27,48,58,27,50,36,54,57,26,48.0,31.0
Defender,H. Ashby,258805,56,30,50,46,29,52,47,40,51,50,46.0,37.0
Defender,F. Delli Carri,237612,18,10,62,48,32,40,20,48,44,18,32.0,27.0
Midfielder,J. Russell,242436,48,53,54,64,44,60,49,60,61,44,57.0,52.0
Midfielder,K. Askildsen,246100,48,40,53,65,42,62,54,60,64,39,57.0,43.0
Defender,L. McCarron,246154,59,52,42,59,47,59,41,48,57,40,53.0,52.0
Midfielder,Algobia,246592,50,55,56,64,43,61,53,60,63,48,58.0,55.0
Defender,M. Mbow,247248,23,21,68,44,24,35,38,30,38,32,34.0,29.0
Midfielder,P. Osterhage,250931,39,47,54,65,41,63,43,61,65,39,55.0,46.0
Midfielder,T. Thomas,251439,41,48,56,66,38,58,48,63,62,41,57.0,51.0
Midfielder,U. Eneme-Ella,251625,51,47,39,59,46,64,53,53,64,53,56.0,50.0
Defender,S. Loric,252078,47,33,44,43,25,59,31,41,54,30,42.0,32.0
Midfielder,A. Okoflex,253729,52,56,51,52,42,65,51,40,64,49,50.0,57.0
Defender,S. Sissoko,240570,52,36,53,61,34,56,46,60,58,28,55.0,41.0
Defender,T. Tamas,254995,53,29,61,40,33,58,53,36,56,30,41.0,37.0
Defender,C. Wiggett,257238,47,36,56,31,30,68,40,32,38,42,37.0,36.0
Midfielder,S. Banks,255312,57,55,49,58,48,63,63,54,61,62,57.0,57.0
Goalkeeper,D. van den Heuvel,258555,12,6,14,32,5,10,14,29,19,14,,
Goalkeeper,D. Klein,257637,10,8,12,26,6,9,7,24,14,9,,
Defender,J. Brooking,257239,35,21,62,41,31,37,28,33,40,35,36.0,29.0
Defender,K. Boma,258457,38,26,61,56,37,38,30,42,52,28,43.0,31.0
Midfielder,G. Cangiano,257217,58,57,47,54,50,66,50,49,67,49,54.0,56.0
Defender,A. Sylla,256743,59,29,58,53,28,37,32,38,39,29,46.0,31.0
Midfielder,Santiago Eneme,256728,47,46,43,58,47,69,60,53,68,45,55.0,50.0
Midfielder,D. Maldini,255611,52,48,48,66,48,60,60,58,62,60,59.0,51.0
Midfielder,H. Wise,255363,48,42,60,69,50,58,50,69,57,43,59.0,48.0
Forward,W. Suzuki,260863,34,59,70,61,44,57,31,58,56,36,50.0,55.0
Defender,D. Lelle,263352,34,30,61,39,32,36,33,36,43,32,36.0,32.0
Midfielder,J. Frommann,260924,42,40,54,61,43,58,41,61,57,49,52.0,44.0
Midfielder,K. Chauke,260927,44,44,37,60,49,60,52,57,59,49,55.0,47.0
Forward,R. Werthmüller,261007,42,61,53,52,58,62,60,40,59,37,47.0,58.0
Goalkeeper,Y. Pandor,262069,10,6,16,22,8,6,14,14,19,10,,
Midfielder,V. Cherny,262632,45,47,38,64,49,62,51,56,61,47,57.0,48.0
Goalkeeper,T. Malbec,262708,14,7,11,25,6,5,12,32,20,11,,
Midfielder,B. Klefisch,263155,51,40,55,68,35,59,48,64,57,45,59.0,45.0
Goalkeeper,V. Lesieur,263171,13,5,14,18,7,14,10,27,15,12,,
Goalkeeper,P. Schulze,263272,12,8,13,21,6,9,13,15,12,14,,
Defender,D. Schmidt,264338,31,21,56,52,35,43,36,50,48,31,42.0,29.0
Forward,N. Nadje,263572,38,63,61,49,43,55,42,40,54,40,45.0,60.0
Defender,Alex Rodríguez,264097,59,22,48,43,28,52,30,25,41,32,41.0,26.0
Defender,A. Akurugu,264098,56,22,54,49,28,46,29,31,42,26,43.0,25.0
Midfielder,A. Moran,264120,48,53,45,57,48,59,56,57,68,51,54.0,54.0
Defender,L. Bogarde,264209,50,42,59,58,41,58,50,56,61,43,52.0,44.0
Defender,T. Small,264421,54,28,49,38,30,56,41,33,49,39,41.0,31.0
Defender,A. Mbengue,264437,34,26,58,38,26,30,30,27,32,34,33.0,31.0
Goalkeeper,P. Zovko,264460,12,6,11,19,6,7,14,17,10,10,,
Midfielder,A. Camblan,264512,52,45,45,65,44,60,55,61,63,49,60.0,46.0
Defender,H. Roberts,258931,49,41,50,60,46,52,44,51,50,42,53.0,44.0
Midfielder,D. Berisha,260016,52,51,40,58,43,65,49,49,63,41,53.0,48.0
Midfielder,J. de Vries,255755,57,51,37,59,49,59,57,50,58,51,56.0,51.0
Forward,C. Archer,258930,43,60,58,53,51,55,42,45,56,40,49.0,59.0
Goalkeeper,A. Mair,251345,14,9,11,27,8,9,11,27,17,14,,
Forward,R. Harker,233368,33,59,57,49,49,54,39,33,57,29,41.0,58.0
Defender,L. Gordon,243279,58,40,46,49,38,54,42,42,53,39,48.0,41.0
Midfielder,M. Sangare,243818,45,46,55,60,40,60,42,58,57,40,54.0,49.0
Goalkeeper,L. Schaffran,244090,11,6,15,16,8,10,15,22,19,10,,
Midfielder,Diego Bri,258689,58,58,27,59,54,62,60,56,60,47,57.0,55.0
Midfielder,D. Markanday,246349,61,46,32,54,51,64,54,50,60,44,54.0,49.0
Goalkeeper,Bruno Bertinato,247289,13,7,10,15,8,7,12,21,18,13,,
Defender,M. Lavinier,248472,55,32,51,50,41,49,38,34,51,36,45.0,39.0
Goalkeeper,O. Hanin,251298,11,7,15,25,13,13,10,23,21,8,,
Goalkeeper,R. Bouallak,251332,13,4,12,28,11,10,19,23,12,12,,
Forward,A. Reghba,246092,48,58,46,57,52,59,56,51,60,52,54.0,57.0
Midfielder,J. Young,251407,46,40,41,64,41,59,62,61,60,60,58.0,47.0
Midfielder,M. Helm,255474,48,53,40,58,40,58,44,57,55,60,55.0,55.0
Goalkeeper,D. Langley,251453,12,7,10,24,6,14,10,21,14,12,,
Goalkeeper,M. Liesegang,257082,11,6,12,17,8,8,14,25,18,12,,
Defender,Christian Marques,256449,47,34,51,54,33,45,42,53,50,39,52.0,37.0
Midfielder,F. Schneider,258313,50,51,53,63,49,58,43,59,61,33,56.0,54.0
Midfielder,M. Papela,253475,59,40,48,60,50,58,45,63,60,41,58.0,48.0
Midfielder,B. Kone,253120,56,67,48,50,63,56,60,46,64,50,51.0,65.0
Midfielder,C. Campbell,254113,56,52,42,57,52,63,60,54,62,48,55.0,53.0
Goalkeeper,L. Margueron,257142,14,8,13,26,8,10,13,22,15,13,,
Forward,I. Baldé,263110,28,62,51,41,56,62,53,27,65,31,37.0,59.0
Goalkeeper,Marcelo Pitaluga,259430,13,8,10,27,8,12,10,23,14,14,,
Defender,M. Bruns,260079,27,22,58,44,20,39,24,33,44,22,34.0,26.0
Defender,J. Baptiste,261640,42,28,54,50,31,39,31,48,45,33,44.0,31.0
Midfielder,G. Gürpüz,262988,50,43,37,65,47,65,53,59,64,41,58.0,43.0
Midfielder,M. Pečar,263038,54,50,42,59,54,62,56,56,61,54,57.0,51.0
Defender,O. Olufunwa,263963,55,30,49,48,28,52,37,39,50,40,46.0,33.0
Midfielder,J. Montes,263162,48,43,57,58,48,58,46,58,56,41,54.0,49.0
Forward,L. Dobbin,264039,36,57,51,56,52,58,48,42,55,36,48.0,57.0
Midfielder,A. Devine,264180,42,37,57,67,42,60,47,62,58,41,56.0,46.0
Midfielder,J. Castrop,264194,58,37,41,65,46,60,56,49,62,45,58.0,38.0
Midfielder,G. Walther,264213,55,51,42,55,51,63,50,51,56,43,52.0,50.0
Midfielder,H. Lindley,264410,51,36,59,59,43,55,47,57,58,46,55.0,46.0
Forward,C. Chukwuemeka,258748,44,56,46,53,46,60,40,41,58,33,47.0,54.0
Goalkeeper,T. Callens,243711,10,9,11,15,9,6,10,28,18,12,,
Forward,J. Rahou,256884,53,61,55,60,54,60,50,61,60,53,59.0,58.0
Midfielder,J. Albrecht,251301,49,43,50,63,45,58,55,59,60,36,56.0,47.0
Midfielder,F. Clarke,256506,37,48,31,62,37,55,40,58,57,39,53.0,48.0
Defender,A. Alese,240867,31,31,54,47,34,42,34,41,45,27,39.0,35.0
Midfielder,E. Dixon-Bonner,242787,50,48,47,61,45,59,48,56,57,43,56.0,51.0
Defender,B. Lyons-Foster,243848,36,21,59,50,30,32,33,30,43,28,40.0,28.0
Defender,M. Boyes,250866,53,30,52,52,34,56,45,42,56,42,49.0,36.0
Midfielder,Iker Pozo,243391,46,39,40,62,36,52,41,61,57,45,56.0,44.0
Midfielder,C. Bombo,251386,47,34,56,65,34,58,45,56,53,43,55.0,40.0
Midfielder,E. Iversen,251648,50,42,50,59,45,57,46,58,58,41,55.0,46.0
Defender,T. Clayton,253429,32,28,54,50,31,40,29,42,45,37,40.0,32.0
Forward,T. Dickson-Peters,253971,40,63,50,44,52,57,54,35,58,57,43.0,60.0
Defender,B. Koumetio,254588,33,29,54,48,28,31,36,40,37,28,41.0,32.0
Midfielder,D. Pecile,255927,46,39,42,65,45,57,46,64,58,45,57.0,45.0
Midfielder,M. Torlak,258721,53,45,34,56,44,62,60,52,61,45,54.0,49.0
Defender,O. Dodgson,264505,57,33,51,48,33,56,44,40,52,40,47.0,36.0
Defender,J. Schröder,264343,52,34,47,51,34,53,45,41,52,35,47.0,33.0
Midfielder,G. Schäfer,264342,57,59,47,54,59,56,58,44,57,43,53.0,57.0
Midfielder,H. Diarra,264293,40,33,56,65,35,61,41,56,58,46,54.0,39.0
Goalkeeper,L. Schulz,263315,14,8,14,20,7,11,12,20,18,9,,
Goalkeeper,A. Schulz,262939,11,7,14,21,5,13,11,28,16,11,,
Defender,W. Mikelbrencis,262045,51,30,50,42,33,58,39,37,43,33,43.0,32.0
Defender,E. Kratzer,260710,51,21,54,53,32,33,29,46,59,26,43.0,29.0
Defender,S. Swinkels,264411,28,24,59,46,35,32,28,33,36,29,37.0,31.0
Goalkeeper,Lluis Andreu,258688,12,5,10,17,9,14,12,18,12,13,,
