Positions,sofifa_id,short_name,Physic,Defending,Reactions,Aggression,Interceptions,Positioning,Composure,MarkingAwareness,StandingTackle,SlidingTackle,Jumping,Strength
Forward,243838,N. Burkart,63.0,27.0,61,62,15,64,61,36,15,22,63,62
Midfielder,242947,R. Kehr,59.0,27.0,51,34,20,55,49,24,28,20,63,69
Defender,241488,Sillero,62.0,65.0,63,60,66,49,52,67,66,63,66,61
Forward,240434,J. Tell,61.0,31.0,46,56,28,64,64,27,25,24,68,64
Defender,238189,T. Uwakwe,62.0,57.0,58,51,57,54,53,57,59,57,61,60
Midfielder,250789,D. Bakwa,56.0,30.0,57,30,35,57,51,27,26,28,48,64
Midfielder,237871,J. Holsgrove,54.0,54.0,62,51,53,54,55,52,58,49,60,50
Midfielder,234614,L. Lumeka,46.0,25.0,56,42,20,64,55,28,22,21,32,51
Goalkeeper,226259,L. Andrenacci,,,53,18,15,7,43,19,16,16,55,60
Defender,222209,G. Mutombo,73.0,63.0,55,70,60,21,48,61,67,63,49,82
Defender,215756,S. McQueen,54.0,64.0,60,55,62,47,57,66,66,61,60,62
Midfielder,257975,B. Brahimi,59.0,26.0,50,35,21,50,51,18,30,27,57,71
Defender,247764,K. John,55.0,60.0,56,62,58,58,61,63,62,60,69,48
Forward,240803,J. Eppiah,61.0,29.0,58,51,26,58,55,25,28,22,65,63
Midfielder,252598,Sergio Lozano,48.0,54.0,62,45,54,43,60,54,59,52,56,43
Midfielder,256128,Jony Álamo,48.0,61.0,64,63,59,41,55,64,59,62,64,36
Goalkeeper,253497,P. Bonet,,,58,16,7,8,30,9,13,12,32,66
Midfielder,257916,M. Schroers,48.0,37.0,49,42,40,61,51,38,28,28,50,47
Goalkeeper,257273,J. Olschowsky,,,50,23,11,8,38,18,11,11,78,42
Midfielder,257084,L. Ugochukwu,69.0,58.0,56,66,55,57,59,54,64,58,71,70
Midfielder,257083,J. Kadile,52.0,22.0,52,39,21,58,53,17,18,20,51,58
Midfielder,256306,Ö. Beyaz,44.0,47.0,57,54,31,63,64,47,54,57,50,43
Midfielder,257917,S. Christiansen,60.0,56.0,60,56,50,58,66,53,60,59,59,61
Midfielder,256104,T. Tessmann,69.0,56.0,60,39,55,66,63,68,52,49,59,79
Defender,254529,C. Drameh,62.0,56.0,57,61,53,58,47,53,62,57,62,60
Forward,254244,Nabil Touaizi,59.0,30.0,60,55,30,61,55,30,25,20,68,59
Defender,254121,C. Cresswell,63.0,63.0,47,63,63,24,55,62,64,59,62,67
Forward,254019,N. Gioacchini,58.0,23.0,55,33,22,64,57,24,13,19,66,69
Midfielder,255174,L. Tramoni,52.0,39.0,55,45,24,53,48,29,50,49,47,55
Midfielder,258815,S. Damiani,57.0,57.0,59,60,53,55,66,56,63,62,58,52
Defender,259581,Sergio Barcia,64.0,63.0,57,62,64,37,47,63,62,63,69,64
Goalkeeper,259530,Alfonso Pastor,,,48,24,8,6,25,7,12,11,31,59
Defender,259524,Aitor Paredes,65.0,63.0,58,59,62,27,48,62,65,60,74,67
Midfielder,259403,J. Ideho,48.0,34.0,49,43,22,49,54,32,36,46,46,48
Goalkeeper,259314,Pere Joan,,,61,20,12,5,45,8,10,11,80,72
Midfielder,259117,A. Sotona,48.0,28.0,53,42,17,57,57,23,32,34,44,49
Midfielder,258171,H. Mejbri,58.0,52.0,62,70,52,64,65,50,56,52,40,53
Midfielder,258722,Capita,40.0,20.0,43,21,19,43,61,16,23,14,71,38
Defender,256770,K. Kurt,50.0,59.0,58,55,58,48,48,57,63,60,62,44
Defender,257946,A. Seidu,43.0,63.0,59,54,61,49,43,65,69,67,68,39
Goalkeeper,257914,J. Kersken,,,45,25,10,5,35,10,10,13,35,58
Goalkeeper,257350,J. Flere,,,60,22,10,10,25,11,11,10,63,45
Midfielder,256887,T. Booth,49.0,45.0,61,45,51,52,55,39,51,41,59,46
Goalkeeper,260326,B. Fall,,,50,27,8,4,22,5,14,10,36,63
Midfielder,260141,C. Cîrjan,39.0,44.0,60,42,28,58,61,46,51,52,54,34
Defender,264380,M. Sponsel,65.0,60.0,56,60,57,51,49,58,63,60,70,68
Defender,260574,L. Assignon,57.0,59.0,55,57,58,52,53,57,62,59,64,56
Midfielder,263620,R. Lavia,59.0,62.0,63,66,58,40,44,60,66,68,59,58
Goalkeeper,264161,Pablo Valencia,,,40,27,13,8,32,6,14,14,44,45
Goalkeeper,264116,Alejandro Iturbe,,,52,23,10,6,35,8,11,13,56,53
Midfielder,264102,Álvaro Bravo,54.0,51.0,57,57,57,54,49,42,54,57,70,50
Forward,264092,Alan Godoy,49.0,31.0,56,45,23,63,61,31,28,25,63,48
Midfielder,263953,S. Edozie,47.0,28.0,51,38,23,56,57,22,31,36,48,50
Midfielder,263646,Bastida,55.0,62.0,47,60,70,35,53,61,64,62,60,53
Midfielder,262954,Fabio Blanco,46.0,28.0,47,39,20,59,52,28,31,30,51,44
Midfielder,260828,De Tomás,50.0,30.0,49,46,28,55,54,30,28,29,59,49
Defender,262709,M. Bokele,59.0,66.0,54,56,61,26,58,66,69,70,68,57
Defender,262118,T. Livramento,58.0,56.0,51,64,58,54,61,53,58,57,62,52
Defender,261621,L. Mbete,66.0,61.0,58,66,59,30,57,61,64,58,68,66
Midfielder,261580,E. Sutherland,45.0,27.0,56,57,22,58,45,26,26,30,35,38
Defender,260930,K. Sildillia,62.0,62.0,56,59,58,26,48,59,66,65,74,66
Midfielder,260910,S. Shoretire,55.0,37.0,59,62,35,60,59,33,39,31,35,55
Defender,256854,W. Omari,67.0,61.0,56,59,56,34,55,58,66,61,72,73
Midfielder,258319,N. Iosifov,46.0,26.0,51,29,23,53,50,22,27,29,45,51
Midfielder,256564,T. Lemperle,57.0,31.0,44,44,27,52,45,30,33,30,34,66
Defender,243284,F. Winther,62.0,62.0,57,47,62,32,57,63,63,59,73,70
Forward,243034,Alfon,53.0,32.0,63,51,32,53,56,41,19,15,63,54
Midfielder,242980,M. Shabani,55.0,35.0,43,46,28,47,67,34,36,35,57,57
Defender,242850,S. Asta,58.0,60.0,55,56,60,55,43,58,63,64,62,56
Midfielder,241038,K. Bennetts,55.0,41.0,52,45,41,50,58,31,50,43,34,62
Midfielder,240175,Bruno Jordão,60.0,49.0,60,61,50,49,65,45,52,45,58,59
Midfielder,239145,E. Massouema,65.0,61.0,61,59,62,61,59,57,64,59,66,65
Midfielder,237382,F. Melegoni,50.0,55.0,60,49,47,55,59,57,58,58,47,50
Defender,235548,M. Cabit,58.0,62.0,59,54,61,51,59,62,62,61,75,63
Defender,234205,H. Ito,68.0,61.0,61,62,58,52,57,63,66,59,49,74
Defender,233728,M. Doucouré,59.0,62.0,58,63,58,29,45,63,65,62,74,69
Goalkeeper,233211,N. Klinger,,,59,31,10,6,41,10,9,8,72,64
Midfielder,227877,R. Pereira de Sa,59.0,53.0,52,62,58,64,63,43,58,54,50,60
Goalkeeper,222096,H. Lewis,,,53,23,23,12,44,18,20,14,53,56
Goalkeeper,221332,G. Guerrieri,,,61,18,23,16,51,22,15,14,54,67
Defender,256049,Carrasco,55.0,58.0,64,64,56,66,47,57,61,63,59,51
Defender,243133,J. Scally,68.0,54.0,64,68,53,54,49,55,57,54,60,66
Goalkeeper,202793,A. Berardi,,,60,23,21,12,53,11,19,17,62,55
Defender,245076,L. Racic,65.0,62.0,57,58,60,21,54,61,63,61,72,73
Midfielder,248070,Relu,59.0,61.0,65,65,62,44,51,58,64,65,65,60
Midfielder,245286,J. Žambůrek,51.0,41.0,58,60,40,59,61,35,53,40,50,44
Midfielder,253693,C. Noß,44.0,31.0,55,44,29,45,61,21,39,32,65,43
Midfielder,253010,A. Sher,58.0,50.0,61,73,59,52,67,49,51,46,68,44
Midfielder,252922,Tòfol Montiel,48.0,39.0,58,44,28,58,60,40,44,40,57,48
Midfielder,251293,L. Dehl,54.0,44.0,49,47,33,59,49,50,46,42,52,57
Goalkeeper,248478,D. Ramaj,,,42,22,12,7,28,9,9,10,45,60
Midfielder,254243,E. Anderson,49.0,35.0,45,51,26,62,58,46,31,30,54,46
Defender,247741,A. Glennon,61.0,57.0,55,54,57,57,55,56,58,57,70,58
Midfielder,246863,F. Nmecha,59.0,45.0,57,51,40,57,65,47,44,39,60,61
Midfielder,246861,A. Riccardi,52.0,51.0,60,61,45,69,53,45,57,60,55,46
Midfielder,246549,M. Siby,76.0,58.0,58,67,57,40,45,50,64,62,67,79
Defender,246002,L. Matheson,53.0,55.0,58,50,58,53,51,57,54,55,70,44
Defender,246950,R. Astley,55.0,64.0,58,57,63,38,62,64,65,64,67,60
Midfielder,245903,H. White,56.0,57.0,60,62,58,55,62,58,58,56,55,48
Forward,260723,R. Street,54.0,29.0,52,54,19,59,55,25,24,25,66,50
Midfielder,262171,E. Bove,50.0,52.0,60,64,49,66,43,44,57,62,63,40
Midfielder,262062,Metinho,57.0,60.0,59,61,51,59,65,63,62,60,53,49
Defender,261495,S. Coulibaly,61.0,59.0,54,57,52,29,49,54,65,66,75,68
Forward,261265,L. Richardson,53.0,26.0,54,31,19,62,61,26,23,18,65,56
Midfielder,261133,N. John,51.0,39.0,57,50,26,55,68,44,39,44,54,55
Midfielder,260990,R. Ascone,50.0,50.0,57,64,46,59,65,42,57,55,66,46
Midfielder,259531,Arratia,65.0,57.0,62,65,53,33,51,57,58,61,63,63
Defender,260143,Z. Monlouis,64.0,63.0,52,50,63,24,49,56,70,69,71,70
Midfielder,260014,T. Civeja,59.0,49.0,60,54,47,52,56,48,54,43,58,59
Midfielder,259419,T. Nakai,47.0,31.0,53,37,22,50,61,31,32,38,57,50
Midfielder,259096,T. Akinola,65.0,58.0,56,67,53,49,50,55,63,68,53,62
Defender,258976,F. Parisi,55.0,55.0,53,50,56,51,45,49,63,61,56,50
Forward,263016,Y. Guermouche,61.0,23.0,55,38,19,58,55,15,21,14,65,73
Midfielder,258533,B. Bjarkason,50.0,33.0,52,48,32,58,53,25,39,35,40,50
Goalkeeper,262659,N. Atubolu,,,52,26,13,9,31,12,12,12,60,61
Defender,264026,N. Bitumazala,56.0,59.0,54,68,60,41,53,57,63,59,57,55
Midfielder,263149,S. McGurk,50.0,43.0,63,43,34,47,59,41,47,45,47,51
Forward,263355,R. Friedrich,39.0,21.0,55,32,17,64,54,15,15,16,65,33
Midfielder,263398,P. Sciortino,60.0,61.0,53,70,63,40,44,57,64,60,56,57
Midfielder,263435,E. Gebreyesus,48.0,27.0,57,27,23,42,47,27,23,28,48,53
Midfielder,263448,G. Manvelyan,32.0,32.0,41,37,22,51,64,26,46,34,42,31
Defender,263551,R. Savage,61.0,62.0,55,62,59,47,54,60,65,63,65,63
Midfielder,263604,S. Ben Seghir,36.0,28.0,51,27,28,46,45,22,29,30,56,32
Midfielder,264035,J. Rak-Sakyi,46.0,24.0,48,39,21,57,54,22,22,21,44,48
Defender,264096,Recasens,63.0,62.0,60,60,61,40,50,63,62,60,66,63
Midfielder,264160,Pablo Ibáñez,58.0,58.0,60,53,56,59,52,52,66,58,57,54
Forward,264238,Diego López,51.0,34.0,61,33,30,64,49,34,30,30,56,54
Midfielder,264349,J. McAtee,53.0,40.0,59,43,27,52,65,44,42,43,55,62
Defender,264401,B. Meïté,61.0,64.0,54,52,57,30,43,58,73,68,68,63
Defender,264589,L. Gechter,64.0,64.0,55,50,62,28,52,59,71,65,70,66
Defender,257253,B. Thomas,65.0,62.0,59,62,59,31,47,61,64,62,65,72
Goalkeeper,258031,F. Palmowski,,,46,30,12,12,26,11,15,15,61,46
Forward,257289,H. Ekitike,66.0,22.0,50,59,11,59,58,21,17,16,74,71
Goalkeeper,257235,T. Boulhendi,,,58,23,9,7,27,6,13,11,59,64
Midfielder,241552,J. Italiano,46.0,46.0,50,40,41,51,56,39,57,49,64,42
Midfielder,247349,J. Jenkins,61.0,55.0,58,63,55,49,58,54,60,56,64,58
Midfielder,247245,T. Ostrák,61.0,53.0,53,48,45,48,53,50,60,53,54,67
Goalkeeper,246671,A. Okonkwo,,,58,20,11,6,30,13,13,12,50,50
Goalkeeper,246603,Matis Carvalho,,,52,26,10,10,49,10,13,12,59,62
Midfielder,246278,Manu Navarro,53.0,55.0,63,54,60,57,49,49,60,53,68,52
Defender,245906,M. Fagan-Walcott,69.0,59.0,59,67,57,33,42,58,62,57,71,76
Goalkeeper,240722,Campos,,,50,16,7,5,41,19,14,13,53,62
Forward,247508,M. Güçlü,56.0,23.0,58,44,21,59,51,18,16,20,71,64
Defender,239998,P. Hristov,66.0,63.0,49,60,56,29,58,62,68,68,66,73
Forward,239666,T. Müsel,54.0,28.0,51,35,28,59,44,23,25,27,53,61
Defender,239051,J. Albert,70.0,61.0,51,48,56,24,57,67,60,58,82,84
Midfielder,238473,E. Mašović,64.0,61.0,56,66,59,23,49,60,63,61,54,67
Goalkeeper,234858,M. Funk,,,56,27,14,8,31,15,9,10,59,61
Goalkeeper,233691,M. Adamonis,,,47,22,9,7,51,18,11,12,41,61
Forward,247388,A. Buksa,55.0,23.0,64,26,21,58,52,19,19,13,71,60
Defender,245628,A. Abqar,64.0,61.0,54,60,62,24,46,58,65,64,65,67
Forward,248228,V. De Baunbag,59.0,26.0,52,35,27,56,58,22,22,22,63,65
Forward,252916,Nacho Ramón,62.0,30.0,54,61,22,59,57,22,30,26,61,68
Defender,248559,L. Pétrot,67.0,63.0,58,57,59,42,45,61,67,68,63,74
Midfielder,257171,N. Fatar,49.0,27.0,42,35,22,56,49,21,26,24,54,49
Midfielder,257112,R. Saïd,33.0,20.0,50,26,23,55,58,16,18,14,43,28
Forward,256853,M. Tillman,56.0,18.0,54,41,14,57,54,12,15,16,65,59
Defender,256801,A. Kamardin,60.0,63.0,55,55,59,29,54,61,65,61,74,60
Midfielder,255577,Dani Plomer,53.0,28.0,50,38,22,60,42,28,27,28,46,58
Midfielder,252975,B. Traoré,50.0,60.0,61,63,58,51,56,57,67,60,62,49
Defender,256058,Pablo Pérez,58.0,56.0,55,52,58,59,41,47,62,63,52,58
Defender,252302,Y. Larouci,57.0,56.0,56,53,57,52,59,55,60,56,70,56
Goalkeeper,252241,D. Rouyard,,,52,23,10,7,32,8,13,10,55,56
Midfielder,252059,S. Abdul Samed,58.0,58.0,56,61,56,40,48,53,65,61,68,56
Forward,251603,K. Piscopo,65.0,48.0,60,60,44,62,46,41,54,50,68,68
Forward,251349,T. Baeten,58.0,21.0,57,34,13,65,49,19,15,16,73,67
Forward,248674,L. Munteanu,56.0,38.0,59,33,38,60,61,34,39,32,58,62
Midfielder,262096,A. Miller,47.0,31.0,60,31,30,55,50,31,31,33,41,45
Defender,260241,J. Lang,62.0,62.0,60,57,59,30,43,58,66,64,63,68
Midfielder,261616,Q. Merlin,53.0,47.0,52,54,48,56,43,42,49,48,68,46
Midfielder,261336,J. Philogene-Bidace,42.0,30.0,49,30,22,58,56,29,31,28,38,44
Midfielder,261202,N. Chadli,51.0,22.0,51,41,22,51,64,19,18,16,59,54
Goalkeeper,261170,O. Ba,,,48,24,11,4,26,7,10,10,58,53
Goalkeeper,260969,Pablo Picón,,,54,25,10,8,31,6,14,12,64,49
Midfielder,260778,F. Tongya,61.0,37.0,53,48,24,55,67,41,34,44,55,64
Defender,258529,V. Daley-Campbell,69.0,55.0,52,59,52,51,49,55,58,56,58,70
Forward,260084,M. Pagliuca,59.0,22.0,56,51,14,61,55,18,21,14,65,65
Midfielder,260083,John Donald,60.0,60.0,59,62,64,49,52,60,60,58,63,61
Defender,259721,F. Tripi,54.0,63.0,57,55,60,32,48,58,70,68,74,47
Forward,259424,Salazar,48.0,20.0,54,34,15,61,45,17,14,13,67,49
Forward,259335,E. Gedikli,54.0,24.0,53,37,18,61,47,20,18,22,59,62
Midfielder,259324,T. Suengchitthawon,45.0,40.0,58,51,27,49,64,48,38,45,56,33
Goalkeeper,258641,O. Bosworth,,,37,16,12,8,22,6,13,14,58,53
Midfielder,263150,J. Meyer,60.0,59.0,61,57,56,47,54,56,64,62,54,67
Forward,262641,D. Touré,38.0,17.0,61,30,19,52,42,10,16,11,38,39
Defender,264561,J. Norris,54.0,57.0,51,51,53,60,42,49,67,65,55,52
Midfielder,263168,T. Onyango,65.0,52.0,58,69,54,65,52,44,54,56,55,66
Defender,264172,Carmona,61.0,58.0,61,46,60,38,42,53,61,60,62,63
Forward,264590,N. Koffi,49.0,22.0,59,29,14,48,54,22,20,17,54,53
Midfielder,258139,Raúl Moro,36.0,27.0,49,36,23,55,50,30,26,22,44,30
Midfielder,264245,K. Mizuta,50.0,29.0,48,49,27,50,55,27,28,24,42,53
Defender,264237,Joseda,61.0,59.0,55,63,60,42,41,61,56,56,65,61
Defender,264189,M. Paskotsi,59.0,58.0,56,63,55,50,40,58,61,62,61,58
Midfielder,264175,Pedro Ortiz,60.0,49.0,58,54,51,58,42,38,60,46,61,57
Forward,264173,Iván Romero,53.0,22.0,59,32,15,63,44,20,16,20,62,59
Defender,264121,A. Tsoungui,67.0,60.0,52,54,60,32,45,52,67,69,71,77
Midfielder,263330,W. Lgharbi,43.0,46.0,61,47,32,54,65,40,53,59,62,36
Midfielder,264094,Carlos Beitia,57.0,44.0,61,36,51,52,57,33,54,41,52,62
Midfielder,264027,S. Delaye,46.0,53.0,55,61,53,53,59,46,59,53,65,39
Defender,263908,B. Locko,52.0,59.0,54,54,61,53,42,49,68,65,63,45
Defender,263647,G. Altare,63.0,64.0,52,50,57,28,49,64,70,70,73,67
Midfielder,263603,O. Targhalline,55.0,55.0,49,60,57,44,60,49,57,60,54,50
Midfielder,263602,B. Nadir,63.0,57.0,62,66,53,50,53,57,62,53,69,56
Defender,263442,Y. M'Bemba,65.0,58.0,43,62,51,28,40,53,63,62,65,76
Midfielder,258330,M. Cissé,40.0,29.0,45,36,26,49,51,25,31,32,45,43
Goalkeeper,194894,F. Rossi,,,48,14,27,11,42,20,17,16,55,25
Forward,258041,Novoa,45.0,22.0,63,38,15,60,52,17,20,18,65,41
Defender,243513,G. Corbo,59.0,63.0,50,50,58,18,58,58,68,68,75,64
Goalkeeper,248766,M. Barcola,,,51,16,11,9,31,7,8,10,41,70
Defender,247533,J. Boyer,57.0,56.0,57,47,57,45,43,58,57,59,63,57
Midfielder,247166,J. Olayinka,55.0,47.0,60,51,44,59,59,46,51,47,55,50
Midfielder,246877,G. Gaetano,42.0,33.0,51,40,34,52,54,20,37,36,47,36
Midfielder,245994,A. Gomez Mancini,59.0,57.0,55,66,57,56,59,54,62,57,52,57
Midfielder,245780,F. Schwarzholz,59.0,57.0,55,61,52,40,44,57,62,58,63,61
Midfielder,244087,R. Rösch,53.0,35.0,54,41,33,55,45,30,36,35,36,59
Forward,243278,R. Cassidy,54.0,23.0,58,40,21,61,57,24,14,15,66,53
Defender,251569,Joel López,58.0,56.0,56,57,54,52,44,54,61,60,58,55
Midfielder,242454,M. Čović,33.0,35.0,46,30,26,53,48,49,27,22,35,31
Midfielder,241160,G. McEachran,44.0,49.0,54,49,45,54,63,42,58,54,47,36
Goalkeeper,257638,L. Philipp,,,50,20,10,7,31,6,13,11,30,50
Midfielder,237825,N. Kirby,51.0,36.0,50,42,24,55,54,39,41,39,53,49
Forward,236849,D. Ceter,67.0,33.0,58,45,21,64,48,45,22,17,71,82
Defender,209784,J. Phojo,51.0,59.0,52,58,57,55,52,63,61,59,69,57
Goalkeeper,205727,J. Furlan,,,57,18,22,16,49,15,13,17,57,52
Goalkeeper,251369,O. Djoco,,,47,21,9,4,32,10,12,11,55,67
Goalkeeper,239203,G. Coudert,,,52,28,12,9,25,22,13,11,50,66
Midfielder,251855,W. Taïbi,55.0,46.0,48,41,25,50,53,47,56,51,48,60
Defender,255932,L. Lacroix,58.0,62.0,48,49,57,28,50,62,64,62,75,63
Defender,252440,N. Zortea,56.0,61.0,55,62,60,51,43,60,64,64,56,52
Midfielder,257630,K. Horváth,42.0,40.0,63,45,30,49,64,42,40,45,54,40
Forward,257254,M. Thompson,53.0,26.0,54,39,21,59,53,23,21,19,62,60
Midfielder,257247,C. Watts,54.0,46.0,59,44,25,54,61,41,57,60,50,54
Midfielder,257042,U. Bertelli,56.0,53.0,54,58,51,59,56,50,58,53,57,53
Midfielder,256610,D. Hoogewerf,48.0,25.0,61,40,21,57,58,19,24,19,77,44
Defender,256500,N. Collins,67.0,59.0,51,56,59,30,44,54,64,59,72,77
Midfielder,257306,C. Souaré,62.0,50.0,62,64,49,57,42,44,53,60,65,58
Midfielder,255391,E. Pizzuto,59.0,56.0,58,62,55,39,55,52,62,55,61,60
Midfielder,254807,K. Baah,56.0,31.0,56,50,28,54,58,30,32,24,54,61
Midfielder,254480,L. Egloff,56.0,33.0,40,37,25,60,56,33,37,36,56,64
Defender,253969,L. Hjelde,65.0,60.0,56,55,59,48,53,60,61,58,59,74
Midfielder,253474,N. Tauer,58.0,58.0,53,65,55,40,47,54,63,61,57,56
Midfielder,255125,A. Ounahi,50.0,59.0,59,64,56,44,47,58,64,60,63,41
Goalkeeper,253216,Adrián,,,52,27,13,4,34,9,13,13,38,65
Midfielder,261241,M. Ibrahimi,38.0,30.0,44,31,22,51,57,25,38,26,47,36
Defender,263114,M. Elimbi,58.0,62.0,46,56,60,32,45,57,65,70,72,58
Midfielder,261745,L. Günther,58.0,22.0,51,43,20,55,52,18,21,19,53,63
Midfielder,261528,M. Obuz,53.0,26.0,51,41,22,53,56,27,25,22,49,59
Defender,261517,M. Bondswell,58.0,57.0,57,41,55,57,55,56,58,58,57,60
Midfielder,261428,J. Michelbrink,38.0,37.0,49,29,39,55,49,44,31,27,58,33
Forward,260554,L. Hartwig,48.0,21.0,55,40,17,58,59,13,20,15,68,42
Defender,261224,Hugo Bueno,55.0,56.0,63,60,56,56,41,51,61,60,59,52
Midfielder,260195,John Patrick,57.0,20.0,64,31,14,64,50,17,18,15,61,74
Forward,260191,M. Niang,55.0,18.0,60,32,16,57,47,15,12,13,79,67
Midfielder,260157,M. Haygarth,46.0,28.0,52,43,25,53,53,31,27,23,45,49
Midfielder,263353,E. Uhlmann,57.0,56.0,57,68,52,39,45,47,62,69,60,55
Goalkeeper,263116,L. Rieß,,,42,28,14,8,39,8,13,13,38,64
Midfielder,264222,F. Rüth,64.0,59.0,54,60,57,29,47,60,59,66,58,68
Defender,263354,J. Pfennig,56.0,63.0,57,54,58,25,50,59,68,69,75,56
Goalkeeper,263441,L. Bonelli,,,46,26,19,11,29,13,12,12,60,52
Midfielder,263522,J. Sarmiento,44.0,29.0,42,30,22,51,50,27,32,30,40,50
Midfielder,263949,S. Fofana,63.0,59.0,60,64,59,45,48,60,59,57,60,69
Midfielder,264033,N. Sow,59.0,59.0,51,57,62,36,48,56,63,56,65,58
Midfielder,264059,R. Bourlès,49.0,44.0,57,38,25,53,58,46,49,54,52,55
Defender,264141,O. Offiah,61.0,61.0,59,57,61,49,40,56,70,63,57,65
Defender,264223,N. König,65.0,59.0,50,45,52,22,39,53,67,65,62,77
Midfielder,264246,T. Rupil,45.0,46.0,56,42,40,56,61,47,49,46,50,42
Midfielder,264247,B. Bobzien,45.0,28.0,47,43,25,50,51,26,28,30,46,44
Midfielder,264506,J. Smith,63.0,58.0,49,63,52,41,52,54,63,60,56,68
Defender,259766,F. Stevens,62.0,56.0,56,60,57,51,55,59,57,52,65,61
Forward,260115,P. Yeboah,66.0,22.0,62,73,17,54,50,15,21,17,74,68
Defender,235808,J. Bedeau,66.0,57.0,53,63,55,40,52,57,58,60,81,70
Midfielder,259165,J. Wosz,45.0,48.0,60,42,45,44,65,49,52,43,54,43
Midfielder,254279,E. Sadiku,64.0,56.0,58,55,60,40,49,58,55,52,62,68
Defender,258805,H. Ashby,60.0,53.0,61,55,55,47,49,52,55,53,66,58
Defender,237612,F. Delli Carri,54.0,64.0,44,57,58,15,51,71,62,62,53,58
Midfielder,242436,J. Russell,63.0,55.0,59,61,52,55,54,53,58,61,54,64
Midfielder,246100,K. Askildsen,55.0,57.0,58,52,59,43,56,53,60,56,62,53
Defender,246154,L. McCarron,46.0,49.0,54,34,57,51,39,45,52,47,44,45
Midfielder,246592,Algobia,44.0,54.0,60,55,55,60,60,49,58,54,62,45
Defender,247248,M. Mbow,66.0,58.0,52,52,52,24,45,53,64,57,72,77
Midfielder,250931,P. Osterhage,59.0,49.0,58,54,52,52,53,48,48,47,69,61
Midfielder,251439,T. Thomas,64.0,56.0,58,65,58,48,58,58,54,51,61,68
Midfielder,251625,U. Eneme-Ella,52.0,40.0,60,40,31,54,58,48,38,43,52,64
Defender,252078,S. Loric,52.0,59.0,50,56,54,51,44,59,64,65,64,45
Midfielder,253729,A. Okoflex,52.0,25.0,48,33,16,54,58,26,23,17,48,58
Defender,240570,S. Sissoko,68.0,53.0,41,63,50,43,49,50,58,57,62,71
Defender,254995,T. Tamas,54.0,58.0,49,49,57,34,47,55,61,60,66,51
Defender,257238,C. Wiggett,50.0,62.0,60,59,55,43,44,62,67,71,63,39
Midfielder,255312,S. Banks,46.0,32.0,44,34,26,53,52,29,33,30,49,51
Goalkeeper,258555,D. van den Heuvel,,,48,20,13,4,21,5,13,13,61,50
Goalkeeper,257637,D. Klein,,,54,17,7,8,29,6,15,12,38,57
Defender,257239,J. Brooking,55.0,62.0,49,57,59,27,47,55,68,70,74,50
Defender,258457,K. Boma,58.0,61.0,51,58,57,34,49,59,66,61,64,59
Midfielder,257217,G. Cangiano,43.0,29.0,44,41,26,53,46,25,28,31,42,42
Defender,256743,A. Sylla,61.0,61.0,53,46,56,25,40,56,67,68,68,63
Midfielder,256728,Santiago Eneme,49.0,36.0,58,46,20,50,57,43,36,43,60,53
Midfielder,255611,D. Maldini,50.0,38.0,56,46,34,54,55,30,44,40,54,53
Midfielder,255363,H. Wise,53.0,53.0,58,62,51,55,45,47,56,55,57,45
Forward,260863,W. Suzuki,70.0,30.0,46,51,23,49,42,20,31,28,67,85
Defender,263352,D. Lelle,49.0,62.0,53,54,58,30,45,55,69,68,68,44
Midfielder,260924,J. Frommann,61.0,57.0,46,61,54,45,46,54,62,62,55,66
Midfielder,260927,K. Chauke,41.0,37.0,55,44,29,48,50,40,41,36,45,36
Forward,261007,R. Werthmüller,52.0,24.0,55,41,19,56,52,24,19,17,55,57
Goalkeeper,262069,Y. Pandor,,,46,26,12,9,24,7,15,11,57,51
Midfielder,262632,V. Cherny,51.0,37.0,51,45,43,49,45,38,31,43,60,52
Goalkeeper,262708,T. Malbec,,,31,25,13,4,27,7,12,11,49,56
Midfielder,263155,B. Klefisch,58.0,59.0,56,65,52,40,51,56,66,61,65,57
Goalkeeper,263171,V. Lesieur,,,39,16,14,8,26,6,13,14,37,64
Goalkeeper,263272,P. Schulze,,,56,24,13,8,38,5,14,12,32,64
Defender,264338,D. Schmidt,63.0,59.0,52,57,54,27,43,58,62,61,70,65
Forward,263572,N. Nadje,52.0,25.0,55,33,19,61,51,23,21,23,63,58
Defender,264097,Alex Rodríguez,59.0,54.0,60,54,59,44,39,52,54,59,66,59
Defender,264098,A. Akurugu,57.0,55.0,59,52,61,45,40,50,55,58,57,58
Midfielder,264120,A. Moran,50.0,39.0,63,48,25,45,68,45,38,48,53,52
Defender,264209,L. Bogarde,60.0,57.0,58,67,53,38,49,54,60,61,56,58
Defender,264421,T. Small,53.0,53.0,56,56,50,47,48,50,59,57,62,47
Defender,264437,A. Mbengue,56.0,62.0,52,53,59,25,42,59,69,64,66,55
Goalkeeper,264460,P. Zovko,,,38,17,7,8,39,6,10,13,33,56
Midfielder,264512,A. Camblan,40.0,40.0,50,45,38,49,58,33,44,49,53,35
Defender,258931,H. Roberts,64.0,57.0,52,51,58,39,45,55,60,56,83,70
Midfielder,260016,D. Berisha,47.0,32.0,48,33,25,52,48,31,33,37,56,51
Midfielder,255755,J. de Vries,52.0,24.0,39,32,16,47,43,21,27,28,39,64
